"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Network Slicing Automation: Challenges and Benefits","F. Tonini; C. Natalino; M. Furdek; C. Raffaelli; P. Monti","Chalmers University of Technology,Department of Electrical Engineering,Gothenburg,Sweden; Chalmers University of Technology,Department of Electrical Engineering,Gothenburg,Sweden; Chalmers University of Technology,Department of Electrical Engineering,Gothenburg,Sweden; University of Bologna,DEI,Bologna,Italy,40136; Chalmers University of Technology,Department of Electrical Engineering,Gothenburg,Sweden","2020 International Conference on Optical Network Design and Modeling (ONDM)","7 Jul 2020","2020","","","1","6","Network slicing is a technique widely used in 5G networks where multiple logical networks (i.e., slices) run over a single shared physical infrastructure. Each slice may realize one or multiple services, whose specific requirements are negotiated beforehand and regulated through Service Level Agreements (SLAs). In Beyond 5G (B5G) networks it is envisioned that slices should be created, deployed, and managed in an automated fashion (i.e., without human intervention) irrespective of the technological and administrative domains over which a slice may span. Achieving this vision requires a combination of novel physical layer technologies, artificial intelligence tools, standard interfaces, network function virtualization, and software-defined networking principles. This paper provides an overview of the challenges facing network slicing automation with a focus on transport networks. Results from a selected group of use cases show the benefits of applying conventional optimization tools and machine-learning-based techniques while addressing some slicing design and provisioning problems.","","978-3-903176-21-8","10.23919/ONDM48393.2020.9133004","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9133004","Network slicing;Automation;Machine learning;Beyond 5G","","computer network management;learning (artificial intelligence);software defined networking;telecommunication computing;virtualisation","software-defined networking;standard interfaces;artificial intelligence tools;technological domains;B5G networks;beyond 5G networks;single shared physical infrastructure;multiple logical networks;provisioning problems;transport networks;network slicing automation;network function virtualization;physical layer technologies;service level agreements","","1","","31","","7 Jul 2020","","","IEEE","IEEE Conferences"
"Inter-Slice Mobility Management Solution In V2X Environment","N. Mouawad; R. Naja; S. Tohme","Lebanon Li-Parad Laboratory University of Versailles,Lastre Laboratory Lebanese University,France; Lebanon Li-Parad Laboratory University of Versailles,Lastre Laboratory Lebanese University,France; Li-Parad Laboratory University of Versailles,France","2019 International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","5 Dec 2019","2019","","","1","6","The communication between vehicles and various elements of the Intelligent Transportation System (ITS) is referred by Vehicle-to-Everything (V2X) communications. V2X applications requirements raise outstanding challenges for 5G systems. Network slicing is a prominent solution to support 5G V2X challenges, by providing the ability to create isolated virtual networks over which different traffic flows can travel isolated from each others. One of the most challenging issues in V2X network slicing environment is the mobility management. To this end, this paper provides a mobility management algorithm based on a V2X slicing architecture by implementing a network slice selection function. The effectiveness of our proposal is validated via simulation experiments.","2160-4894","978-1-7281-3316-4","10.1109/WiMOB.2019.8923342","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8923342","Network Slicing;Vehicle to Everything;Mobility Management;Network Slice Selection Function","Handover;5G mobile communication;Network slicing;Computer architecture;Quality of service;Laboratories","5G mobile communication;mobility management (mobile radio);virtualisation","V2X slicing architecture;network slice selection function;inter-slice mobility management solution;Intelligent Transportation System;Vehicle-to-Everything communications;V2X applications requirements;network slicing;isolated virtual networks;traffic flows","","3","","21","","5 Dec 2019","","","IEEE","IEEE Conferences"
"NSBchain: A Secure Blockchain Framework for Network Slicing Brokerage","L. Zanzi; A. Albanese; V. Sciancalepore; X. Costa-Pérez","NEC Laboratories Europe,Heidelberg,Germany; NEC Laboratories Europe,Heidelberg,Germany; NEC Laboratories Europe,Heidelberg,Germany; NEC Laboratories Europe,Heidelberg,Germany","ICC 2020 - 2020 IEEE International Conference on Communications (ICC)","27 Jul 2020","2020","","","1","7","With the advent of revolutionary technologies, such as virtualization and softwarization, a novel concept for 5G networks and beyond has been unveiled: Network Slicing. Initially driven by the research community, standardization bodies as 3GPP have embraced it as a promising solution to revolutionize the traditional mobile telecommunication market by enabling new business models opportunities. Network Slicing is envisioned to open up the telecom market to new players such as Industry Verticals, e.g., automotive, smart factories, e-health, etc. Given the large number of potential new business players, dubbed as network tenants, novel solutions are required to accommodate their needs in a cost-efficient and secure manner. In this paper, we propose NSBchain, a novel network slicing brokering (NSB) solution, which leverages on the widely adopted Blockchain technology to address the new business models needs beyond traditional network sharing agreements. NSBchain defines a new entity, the Intermediate Broker (IB), which enables Infrastructure Providers (InPs) to allocate network resources to IBs through smart contracts and IBs to assign and re-distribute their resources among tenants in a secure, automated and scalable manner. We conducted an extensive performance evaluation by means of an open-source blockchain platform that proves the feasibility of our proposed framework considering a large number of tenants and two different consensus algorithms.","1938-1883","978-1-7281-5089-5","10.1109/ICC40277.2020.9149414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9149414","Blockchain;Network Slicing;5G-and-beyond","Network slicing;Industries;Indium phosphide;III-V semiconductor materials;Contracts","3G mobile communication;5G mobile communication;cryptography;distributed databases;resource allocation;telecommunication network management;telecommunication security","secure Blockchain framework;Network Slicing brokerage;3GPP;mobile telecommunication market;telecom market;automotive factories;smart factories;network sharing agreements;network resources;open-source blockchain platform;Blockchain technology;NSB chain;5G networks","","5","","25","","27 Jul 2020","","","IEEE","IEEE Conferences"
"A Novel Approach for Dynamic Capacity Sharing in Multi-tenant Scenarios","I. Vilà; J. Pérez-Romero; O. Sallent; A. Umbert","Universitat Politècnica de Catalunya (UPC),Signal Theory and Comunications Department,Barcelona,Spain; Universitat Politècnica de Catalunya (UPC),Signal Theory and Comunications Department,Barcelona,Spain; Universitat Politècnica de Catalunya (UPC),Signal Theory and Comunications Department,Barcelona,Spain; Universitat Politècnica de Catalunya (UPC),Signal Theory and Comunications Department,Barcelona,Spain","2020 IEEE 31st Annual International Symposium on Personal, Indoor and Mobile Radio Communications","8 Oct 2020","2020","","","1","6","Network slicing is included as a key feature of the 5G architecture in order to simultaneously support diverse service types with heterogeneous requirements. The deployment of network slicing in the Radio Access Network (RAN) needs mechanisms that allow the distribution of the available capacity in the system in an efficient manner while satisfying the requirements of the different services. In this paper, a capacity sharing function is proposed, which is approached as a multi-agent reinforcement learning based on the Deep Reinforcement Learning (DRL) algorithm Deep Q-Network (DQN). The proposed algorithm provides the capacity to be assigned to each RAN slice. Performance assessment reveals the promising behaviour of the proposed solution.","2166-9589","978-1-7281-4490-0","10.1109/PIMRC48278.2020.9217135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9217135","RAN Slicing;Capacity sharing;Reinforcement Learning;Deep Q-Network","Artificial neural networks;Radio access networks;Learning (artificial intelligence);Land mobile radio;5G mobile communication;Bit rate;Training","learning (artificial intelligence);multi-agent systems;radio access networks;telecommunication computing","multitenant scenarios;network slicing;diverse service types;heterogeneous requirements;Radio Access Network;capacity sharing function;multiagent reinforcement learning;Deep Reinforcement;RAN slice;dynamic capacity sharing","","1","","21","","8 Oct 2020","","","IEEE","IEEE Conferences"
"P4-enabled Smart NIC: Enabling Sliceable and Service-Driven Optical Data Centres","Y. Yan; A. F. Beldachi; R. Nejabati; D. Simeonidou","Raymax Technology Ltd., Hangzhou, China; High Performance Networks Group, the Electrical Engineering Department, University of Bristol, Bristol, U.K.; High Performance Networks Group, the Electrical Engineering Department, University of Bristol, Bristol, U.K.; High Performance Networks Group, the Electrical Engineering Department, University of Bristol, Bristol, U.K.","Journal of Lightwave Technology","7 May 2020","2020","38","9","2688","2694","This article reports an FPGA-based P4-enabled Smart NIC solution which is designed and implemented for web-scale cloud and to meet 5G/beyond 5G networking requirements. The P4-enabled Smart NIC solution leverages the open standards, platforms and software-defined approaches, responds to the real time Data Centre Networking service requests, in particularly, enables the end-to-end network slicing, which is one of the critical requirements of a multi-tenancy 5G network. We discussed the possibilities and challenges of P4 specification implementation in the FPGA to realise the Smart NIC functionalities. And after that, we showed its data plane programmability and flexibility with P4 features. Furthermore, we demonstrated its application scenario in an 5G environment mainly focusing on edge Data Centre to core Data Centre network slicing. The setup interconnects the P4-enabled Smart NIC with optical Bandwidth Variable Transponders, and the system offers agile 100 Gbps interface to transport the packets through P4-defined data plane for L2/L3/L4 parsing and action. The P4-enabled Smart NIC can change the data plane pipelines in seconds, and it can achieve maximum 84.8 Gbps throughput. With P4 programmed hardware offloaded Segment Routing can produce 30% more bandwidth than without.","1558-2213","","10.1109/JLT.2020.2966517","Raymax Technology Ltd; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8959326","P4;Smart NIC;Network Slicing;5G","Servers;5G mobile communication;Computer architecture;Software;Data centers;Network slicing;Bandwidth","5G mobile communication;computer centres;field programmable gate arrays;Internet;optical computing;optical fibre networks;transponders","web-scale cloud;software-defined approaches;data plane programmability;optical bandwidth variable transponders;P4 programmed hardware offloaded segment routing;service-driven optical data centres;FPGA-based P4-enabled smart NIC solution;data centre networking service;core data centre network slicing;edge data centre;5G networking requirements;P4-defined data plane;Smart NIC functionalities;P4 specification implementation;multitenancy 5G network;end-to-end network slicing","","3","","29","IEEE","14 Jan 2020","","","IEEE","IEEE Journals"
"Machine Learning-based Slice allocation Algorithms in 5G Networks","R. K. Gupta; R. Misra","Indian Institute of Technology,Dept. of Computer Science and Engineering,Patna,India,801103; Indian Institute of Technology,Dept. of Computer Science and Engineering,Patna,India,801103","2019 International Conference on Advances in Computing, Communication and Control (ICAC3)","16 Mar 2020","2019","","","1","4","One of the primary aims for 5G networks is the flexibility to support vertical services as the primary requirement. The use cases of 5G networks are AR/VR, eHealth, Video Streaming, automation works, automated vehicles, etc. All use cases are associated with its requirements like availability, reliability, latency, and throughput in terms of Quality of Services (QoS) and Quality of Experience (QoE). In 5G, the Network-Functions Virtualization (NFV) and Software-Defined Networking (SDN) combined to provide the concept of Network Slicing. Network Slicing runs multiple logical networks as virtually independent operations over shared physical infrastructure. In this work, we address the slice allocation problem using machine learning algorithms with the dataset. The performance evaluation of the slice allocation algorithm has addressed using different machine learning models. In the simulation, we demonstrated that our proposed method allocates the best slice for service with high accuracy.","","978-1-7281-2386-8","10.1109/ICAC347590.2019.9036741","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036741","5G;Latency;Availability;Reliability;Throughput;SDN;NFV;Network Slicing;SLA","","5G mobile communication;bandwidth allocation;learning (artificial intelligence);quality of service;software defined networking","primary requirement;multiple logical networks;virtually independent operations;machine learning-based slice allocation algorithms;5G networks;network slicing;network-functions virtualization;NFV;software-defined networking;SDN","","1","","14","","16 Mar 2020","","","IEEE","IEEE Conferences"
"Realizing Internet of Things with Network Slicing: Opportunities and Challenges","S. Wijethilaka; M. Liyanage","School of Computer Science, University College Dublin,Ireland; Centre for Wireless Communications, University of Oulu,Ireland","2021 IEEE 18th Annual Consumer Communications & Networking Conference (CCNC)","11 Mar 2021","2021","","","1","6","Internet of Things (IoT) is a lucrative technology within the modern community that realizes the concept of the smart world, by expanding within a myriad of applications. Existing wireless networks require a radical change to fulfill the network requirements and cater the rapid expansion of the IoT ecosystem. 5G architecture is specifically designed to facilitate this demand. Network slicing is a pivotal technology in 5G architecture that has the ability to divide the physical network into multiple logical networks with specific network characteristics. In this paper, we are going to analyze how network slicing can be helpful in the IoT realization. Technical aspects that are required in the IoT realization, and the slicing based solutions which address these aspects, will be discussed here. Moreover, technical challenges that can arise due to network slicing integration in IoT ecosystem, will also be discussed with the potential solutions.","2331-9860","978-1-7281-9794-4","10.1109/CCNC49032.2021.9369637","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9369637","5G;IoT;Network Slicing;SDN;NFV;Cloud Computing;Security;Privacy;Scalability","Privacy;5G mobile communication;Network slicing;Scalability;Ecosystems;Internet of Things;Security","5G mobile communication;Internet of Things","IoT realization;network slicing integration;IoT ecosystem;lucrative technology;wireless networks;network requirements;physical network;multiple logical networks","","","","55","","11 Mar 2021","","","IEEE","IEEE Conferences"
"On Radio Access Network Slicing from a Radio Resource Management Perspective","O. Sallent; J. Perez-Romero; R. Ferrus; R. Agusti","Univ. Politec. de Catalunya, Barcelona, Spain; Dept. of Signal Theor. & Commun., Univ. Politec. de Catalunya, Barcelona, Spain; Univ. Politec. de Catalunya, Barcelona, Spain; Univ. Politec. de Madrid, Madrid, Spain","IEEE Wireless Communications","27 Oct 2017","2017","24","5","166","174","Network slicing is a fundamental capability for future 5G networks to properly support current and envisioned future application scenarios. Network slicing facilitates a cost-effective deployment and operation of multiple logical networks over a common physical network infrastructure such that each network is customized to best serve the needs of specific applications (e.g., mobile broadband, Internet of Things applications) and/or communications service providers (e.g., special purpose service providers for different sectors such as public safety, utilities, smart city, and automobiles). Slicing a RAN becomes particularly challenging due to the inherently shared nature of the radio channel and the potential influence that any transmitter may have on any receiver. In this respect, this article analyzes the RAN slicing problem in a multi-cell network in relation to the RRM functionalities that can be used as a support for splitting the radio resources among the RAN slices. Four different RAN slicing approaches are presented and compared from different perspectives, such as the granularity in the assignment of radio resources and the degrees of isolation and customization.","1558-0687","","10.1109/MWC.2017.1600220WC","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7891795","","Resource management;5G mobile communication;Planning;Interference;Computer architecture;Communication channels","5G mobile communication;cellular radio;radio access networks;radio spectrum management;resource allocation;telecommunication services;wireless channels","radio access network;radio resource management perspective;network slicing;future 5G networks;future application scenarios;multiple logical networks;common physical network infrastructure;communications service providers;special purpose service providers;radio channel;RAN slicing problem;multicell network;RRM functionalities;RAN slicing approaches","","61","","15","","4 Apr 2017","","","IEEE","IEEE Magazines"
"Envisioning Device-to-Device Communications in 6G","S. Zhang; J. Liu; H. Guo; M. Qi; N. Kato","Nat. Eng. Lab. for Integrated Aero-Space-Ground-Ocean Big Data Applic. Technol., Northwestern Polytech. Univ., Xi'an, China; Nat. Eng. Lab. for Integrated Aero-Space-Ground-Ocean Big Data Applic. Technol., Northwestern Polytech. Univ., Xi'an, China; Nat. Eng. Lab. for Integrated Aero-Space-Ground-Ocean Big Data Applic. Technol., Northwestern Polytech. Univ., Xi'an, China; Nat. Eng. Lab. for Integrated Aero-Space-Ground-Ocean Big Data Applic. Technol., Northwestern Polytech. Univ., Xi'an, China; NA","IEEE Network","2 Jun 2020","2020","34","3","86","91","To fulfill the requirements of various emerging applications, the future sixth generation (6G) mobile network is expected to be an innately intelligent, highly dynamic, ultradense heterogeneous network that interconnects all things with extremely low-latency and high speed data transmission. It is believed that artificial intelligence (AI) will be the most innovative technique that can achieve intelligent automated network operations, management and maintenance in future complex 6G networks. Driven by AI techniques, device-to-device (D2D) communication will be one of the pieces of the 6G jigsaw puzzle. To construct an efficient implementation of intelligent D2D in future 6G, we outline a number of potential D2D solutions associating with 6G in terms of mobile edge computing, network slicing, and non-orthogonal multiple access (NOMA) cognitive networking.","1558-156X","","10.1109/MNET.001.1900652","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9048621","","6G mobile communication;Artificial intelligence;Device-to-device communication;Sensors;5G mobile communication;Wireless communication;NOMA","6G mobile communication;artificial intelligence;cellular radio;cognitive radio;multi-access systems","high speed data transmission;artificial intelligence;innovative technique;intelligent automated network operations;future complex 6G networks;AI techniques;device-to-device communication;6G jigsaw puzzle;potential D2D solutions;mobile edge computing;network slicing;nonorthogonal multiple access cognitive networking;device-to-device communications;future sixth generation mobile network;innately intelligent network;highly dynamic network;ultradense heterogeneous network","","38","","15","","27 Mar 2020","","","IEEE","IEEE Magazines"
"5G-MoNArch Use Case for ETSI ENI: Elastic Resource Management and Orchestration","D. M. Gutierrez-Estevez; N. Dipietro; A. Dedomenico; M. Gramaglia; U. Elzur; Y. Wang","Samsung Electronics R&D Institute UK, United Kingdom; CEA-LETI MINATEC, France; CEA-LETI MINATEC, France; Universidad Carlos III of Madrid, Spain; Intel, USA; Samsung Electronics R&D Institute UK, United Kingdom","2018 IEEE Conference on Standards for Communications and Networking (CSCN)","20 Dec 2018","2018","","","1","5","5G networks will grant spectacular improvements of the most relevant Key Performance Indicators (KPIs) while allowing resource multi-tenancy through network slicing. However, the other side of the coin is represented by the huge increase of the management complexity and the need for efficient algorithms for resource orchestration. Therefore, the management and orchestration of the network through Artificial Intelligence (AI) and Machine Learning (ML) algorithms is considered a promising solution, as it allows to reduce the human interaction (usually expensive and error-prone) and scale to large scenario composed by thousands of slices in heterogeneous environments. In this paper, we provide a review of the current standardization efforts in this field, mostly due to the work performed by the Experiential Network Intelligence (ENI) industry specification group (ISG) within the European Telecommunications Standards Institute (ETSI). Then, we thoroughly describe an exemplary use case on elastic network management and orchestration through learning solutions proposed by the 5GPPP project 5G-MoNArch and recently approved at ETSI ENI.","","978-1-5386-8146-6","10.1109/CSCN.2018.8581789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8581789","","Elasticity;Artificial intelligence;5G mobile communication;Resource management;Computer architecture;Industries;ETSI","5G mobile communication;learning (artificial intelligence);mobile computing;mobility management (mobile radio);resource allocation;telecommunication standards;virtualisation","management complexity;resource orchestration;human interaction;Experiential Network Intelligence industry specification group;European Telecommunications Standards Institute;elastic network management;5GPPP project 5G-MoNArch;ETSI ENI;5G-MoNArch use case;resource multitenancy;network slicing;Key Performance Indicators;machine learning algorithms;artificial intelligence","","1","","12","","20 Dec 2018","","","IEEE","IEEE Conferences"
"RAN Slice Strategy Based on Deep Reinforcement Learning for Smart Grid","S. Meng; Z. Wang; H. Ding; S. Wu; X. Li; P. Zhao; C. Zhu; X. Wang","China Electric Power Research Institute Co., Ltd,Beijing,China; China Electric Power Research Institute Co., Ltd,Beijing,China; China Electric Power Research Institute Co., Ltd,Beijing,China; China Electric Power Research Institute Co., Ltd,Beijing,China; China Electric Power Research Institute Co., Ltd,Beijing,China; Information & Telecommunications Company State Grid Shandong Electric Power Company,Jinan,Shandong,China; Information & Telecommunications Company State Grid Shandong Electric Power Company,Jinan,Shandong,China; Beijing University of Posts and Telecommunications,Beijing,China","2019 Computing, Communications and IoT Applications (ComComAp)","2 Mar 2020","2019","","","6","11","As one of the important application scenarios of the Green Internet of Things (IoT), the development of smart grid is an important means to promote the energy system revolution. Future power grid will rely heavily on smart devices based on the IoT concept. As the 5G standard matures and is put into commercial use, the green interconnected 5G mobile network has shown great potential. With 5G network slicing technology, a wireless private network can be virtualized for each industry to better meet the requirements of smart grid security, reliability and flexibility. Considering the differentiated service characteristics of the smart grid and the challenges of flexibility and adaptability of the communication platform, this paper aims to solve the resource allocation problem of the radio access network (RAN) slice of smart grid. Since the type of service arrival of smart grid is unknown and lacks prior knowledge, deep reinforcement learning (DRL) is used to conduct this research. The mapping from the RAN slice resource management to DRL of the smart grid is analyzed at first, and then discussion from the elastic application and the real-time application is presented. Furthermore, a smart grid RAN slice allocation strategy based on DRL is proposed. Finally, simulation results prove that the proposed algorithm can satisfy the maximization of the resource allocation demand of the smart grid on the RAN side while reducing the cost.","","978-1-7281-1973-1","10.1109/ComComAp46287.2019.9018826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9018826","Green IoT;smart grid;5G;network slicing;deep reinforcement learning","Smart grids;Resource management;Bandwidth;Network slicing;5G mobile communication;Real-time systems;Machine learning","Internet of Things;learning (artificial intelligence);power engineering computing;radio access networks;resource allocation;smart power grids;telecommunication computing","5G network slicing technology;smart grid security;radio access network;resource allocation problem;communication platform;wireless private network;5G standard;green Internet of Things;RAN slice allocation;green interconnected 5G mobile network;deep reinforcement learning","","","","16","","2 Mar 2020","","","IEEE","IEEE Conferences"
"Applying Smart Security Model to Protect the Client Services from the Threats of the Optical Network","K. H. Rahouma; A. A. Ali","Minia Unversity; Eng. at Telecom,Egypt","2020 2nd Novel Intelligent and Leading Emerging Sciences Conference (NILES)","18 Nov 2020","2020","","","27","34","The paper discusses the role of the artificial intelligence and the centralized controller in the protection of the client signals from any wiretapping or loosing over the optical network. The physical layer of the Optical Transport Network (OTN) is the weakest layer in the network as anyone can access the optical cables from any location and states his attack. To overcome this thread a security layer is proposed to be added during the mapping processes of OTN frames. The automatic detection of any intrusion is done by monitoring the variations of the optical signal to noise ratio (OSNR) by using intelligent software-defined networks (SDN). For the first time the paper shows the role of the machine learning (ML) techniques in the multi-failure restorations of the optical transport network, and a new model is introduced by slicing the multi-domains to 3 layers to fit the needs of 5G at the same time all these domains are managed by only one centralized intelligent controller. The results show that using intelligent techniques such as artificial intelligence in the provisioning of optical transport network could improve the multi-failure restoration from 25% to 100%, the revenue from some OTN domains could be increased by 50%, the switching time could be enhanced by 50%, the latency could be reduced from 27 msec to 742 musec, and it will take many years to figure out the right keys to perform the decryption process from any intruder.","","978-1-7281-8226-1","10.1109/NILES50944.2020.9257917","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9257917","Optical Transport Network (OTN);Optical to Signal Network Ratio (OSNR);wiretapping;Multi-Failure;Service restorations;machine learning technology;centralized controller;Signal Cryptographic","Adaptive optics;Optical fibers;Optical network units;Security;Cryptography;Optical polarization;Physical layer","client-server systems;computer network management;computer network reliability;computer network security;intelligent control;optical fibre networks;software defined networking;telecommunication control","smart security model;optical network;artificial intelligence;client signals;physical layer;optical transport network;weakest layer;optical cables;security layer;optical signal;intelligent software-defined networks;multifailure restoration;centralized intelligent controller","","","","23","","18 Nov 2020","","","IEEE","IEEE Conferences"
"Research on 5G Network Slicing for Digital Power Grid","W. Li; Z. Wu; P. Zhang","Ltd. Power Dispatching Control Center Guangdong Power Grid Co.,Guangzhou,Guangdong,China,b51000; Ltd. Power Dispatching Control Center Guangdong Power Grid Co.,Guangzhou,Guangdong,China,b51000; Ltd. Power Dispatching Control Center Guangdong Power Grid Co.,Guangzhou,Guangdong,China,b51000","2020 IEEE 3rd International Conference on Electronic Information and Communication Technology (ICEICT)","1 Feb 2021","2020","","","679","682","In order to build safe, reliability and smart digital grid, faster transmit rate, lower delay and more connections wireless communication network is urgent. With the deployment of 5G network, network slicing for power grid will enable the development of applications. In this paper, we firstly analysis the requirements of digital power grid. Then we present a 5G digital power network slicing architecture. A 5G network slicing for digital power grid framework is proposed. At last, we analysis three types of application scenarios includes basic business, extended business and other special busines.","","978-1-7281-9045-7","10.1109/ICEICT51264.2020.9334327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9334327","Digital power grid;5G;Network slicing;applications","Wireless communication;5G mobile communication;Network slicing;Smart grids;Information and communication technology;Reliability;Business","5G mobile communication;power engineering computing;power grids;power system reliability","network slicing;smart digital grid;faster transmit rate;communication network;5G digital power network;digital power grid framework","","2","","13","","1 Feb 2021","","","IEEE","IEEE Conferences"
"When Network Slicing Meets Prospect Theory: A Service Provider Revenue Maximization Framework","R. Fantacci; B. Picano","Department of Information Engineering, University of Florence, Florence, Italy; Department of Information Engineering, University of Florence, Florence, Italy","IEEE Transactions on Vehicular Technology","13 Mar 2020","2020","69","3","3179","3189","Recently, the network slicing technology has emerged enabling network operators to provide dedicated virtual networks to customers, over a common network infrastructure. This paper addresses the service provider maximization revenue problem in network slicing, aiming at offering customized services for different users' classes and heterogeneous requirements. In particular, the slicing of the network is performed here on the basis of the end users' perspective, considered at different levels. The customers demand forecasting is pursuit for service classes through the application of the federated learning framework according to which the end users act as clients. Then, considering the forecast service demands, the virtual network functions placement strategy is performed by taking into account that different network zones are characterized by diverse provision costs and prices, and it is realized by resorting to the application of matching theory principles. Furthermore, with the aim at taking into consideration the customers perspectives to obtain a realistic users' decisions process, the prospect theory principles are applied. Finally, the goodness of the proposed framework is investigated and validated by providing numerical results derived by extensive computer simulations and proposing performance comparisons with the Kolkata game and the potential game.","1939-9359","","10.1109/TVT.2019.2963462","Ministero dell???Istruzione, dell???Universit?? e della Ricerca; Progetti di Ricerca di Rilevante Interesse Nazionale(grant numbers:2015YPXH4W_004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8948257","Federated learning;prospect theory;slicing;placement","Network slicing;Resource management;Quality of experience;Games;Computer architecture;Decision making;5G mobile communication","customer services;demand forecasting;game theory;quality of service;virtualisation","service provider revenue maximization framework;network slicing technology;dedicated virtual networks;common network infrastructure;service provider maximization revenue problem;customized services;customers demand forecasting;federated learning framework;forecast service demands;network zones;customers perspectives;prospect theory principles;virtual network functions;Kolkata game;Kolkata game;potential game","","3","","47","IEEE","1 Jan 2020","","","IEEE","IEEE Journals"
"Machine Learning Based Resource Orchestration for 5G Network Slices","N. Salhab; R. Rahim; R. Langar; R. Boutaba","LTRM, EDST, Lebanese University, Lebanon. University Paris-Est, LIGM-CNRS UMR 8049, UPEM, F-77420, M; Faculty of Science, Lebanese University; University Paris-Est, LIGM-CNRS UMR 8049, UPEM, F-77420, Marne-la-Vallee; David R. Cheriton School, University of Waterloo, ON","2019 IEEE Global Communications Conference (GLOBECOM)","27 Feb 2020","2019","","","1","6","5G will serve heterogeneous demands in terms of data-rate, reliability, latency, and efficiency. Mobile operators shall be able to serve all of these requirements using shared network infrastructure's resources. To this end, we propose in this paper a framework for resource orchestration for 5G network slices implementing four Quality of Service pillars. Starting from traffic classification, demands are marked so that they are best served by dedicated logical virtual networks called Network Slices (NSs). To optimally serve multiple NSs over the same physical network, we then implement a new dynamic slicing approach of network resources exploiting Machine Learning (ML). Indeed, as demands change dynamically, a mere recursive optimization leading to progressive convergence towards an optimum slice is not sufficient. Consequently, we need an initial well-informed slicing decision of physical resources from a total available resource pool. Moreover, we formalize both admission control and slice scheduler modules as Knapsack problems. Using our 5G experimental prototype based on OpenAirInterface (OAI), we generate a realistic dataset for evaluating ML based approaches as well as two baselines solutions (i.e. static slicing and uninformed random slicing-decisions). Simulation results show that using regression trees as an ML based approach for both classification and prediction, outperform other alternative solutions in terms of prediction accuracy and throughput.","2576-6813","978-1-7281-0962-6","10.1109/GLOBECOM38437.2019.9013129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9013129","","5G mobile communication;Quality of service;Resource management;Throughput;Prediction algorithms;Machine learning;Prototypes","5G mobile communication;knapsack problems;learning (artificial intelligence);optimisation;quality of service;regression analysis;resource allocation;telecommunication computing;telecommunication congestion control;telecommunication traffic;trees (mathematics);virtualisation","knapsack problems;admission control;recursive optimization;regression trees;OAI;open air interface;network infrastructure resources;mobile operators;5G network slices;slicing decision;machine learning;static slicing;ML based approaches;5G experimental prototype;slice scheduler modules;resource pool;physical resources;optimum slice;network resources;dynamic slicing approach;physical network;logical virtual networks;shared network infrastructure;heterogeneous demands;resource orchestration;ML based approach;uninformed random slicing-decisions","","6","","22","","27 Feb 2020","","","IEEE","IEEE Conferences"
