"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"5G and Cloudification to Enhance Real-Time Electricity Consumption Measuring in Smart Grid","M. Forcan; M. Maksimović; J. Forcan; S. Jokić","University of East Sarajevo,Faculty of Electrical Engineering,East Sarajevo,Bosnia and Herzegovina,71123; University of East Sarajevo,Faculty of Electrical Engineering,East Sarajevo,Bosnia and Herzegovina,71123; University of East Sarajevo,Faculty of Philosophy,Department of Mathematics, Informatics and Physics,Pale,Bosnia and Herzegovina,71420; University of East Sarajevo,Faculty of Electrical Engineering,East Sarajevo,Bosnia and Herzegovina,71123","2020 28th Telecommunications Forum (TELFOR)","11 Jan 2021","2020","","","1","4","The number of smart devices in Smart Grid (SG) increases continuously and the presence of big data demands more efficient communication architectures. It is anticipated that the full potential of the SG vision in terms of better performances, reliability, and quality of service, can be achieved by incorporating the fifth generation of cellular network technology (5G) and Cloudification into the SG. In order to demonstrate their potential in SG, this paper presents the enhancement of real-time electricity consumption measuring with the help of 5G and Cloud computing. 5G-based communication model supporting Advanced Metering Infrastructure (AMI) in SG is built and validated on the example of real-time communication between the SM model and Cloud platform ThingSpeak.","","978-1-6654-0499-0","10.1109/TELFOR51502.2020.9306518","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9306518","5G;Cloud computing;Smart meter;Smart Grid","Cloud computing;5G mobile communication;Real-time systems;Computational modeling;Data models;Mathematical model;Communication systems","5G mobile communication;Big Data;cellular radio;cloud computing;metering;power consumption;power engineering computing;power measurement;smart power grids","real-time electricity consumption;smart grid;smart devices;big data demands;communication architectures;SG vision;quality of service;cellular network technology;cloudification;5G-based communication model;real-time communication","","1","","16","","11 Jan 2021","","","IEEE","IEEE Conferences"
"Smart Cities Digital transformation and 5G – ICT Architecture","M. Tealab; A. Hassebo; A. Dabour; M. AbdelAziz","Al Azhar University,Department of Architecture Engineering,Nasr City,Cairo,Egypt; Purdue University Northwest,Department of Electrical and Computer Engineering,Westville,IN,USA; Al Azhar University,Department of Architecture Engineering,Nasr City,Cairo,Egypt; Al Azhar University,Department of Urban Planning,Nasr City,Cairo,Egypt","2020 11th IEEE Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)","25 Dec 2020","2020","","","0421","0425","This paper explores the potential of how the capabilities of the emerging Fifth Generation (5G) cellular technologies can be incorporated with the digital transformation of the existing cities to enable the realization of a truly smart city. Based on the go-to-market (GTM) strategy, we propose two 5G-based architectural models that enable a truly congregated new smart cities-ICT infrastructure.","","978-1-7281-9656-5","10.1109/UEMCON51285.2020.9298156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9298156","5G;fiber;slicing;ICT;smart cities","Smart cities;Internet of Things;Urban areas;5G mobile communication;Long Term Evolution;Digital transformation;Servers","5G mobile communication;cellular radio;smart cities;telecommunication network planning","go-to-market strategy;smart cities digital transformation;5G - ICT architecture;fifth generation cellular technologies;smart cities-ICT infrastructure;5G-based architectural models","","","","16","","25 Dec 2020","","","IEEE","IEEE Conferences"
"Development and implementation of a Smart City Use Case in a 5G mobile network's operator","E. Oproiu; M. Iordache; C. Patachia; C. Costea; I. Marghescu","Orange Romania and the Telecommunications Department, University Politehnica of Bucharest, Bd. Iuliu Maniu, nr. 1-3, 061071, Bucharest, Romania; Orange Romania, Bd. Lascar Catargiu, nr. 51-53 Bucharest, Romania; Orange Romania, Bd. Lascar Catargiu, nr. 51-53 Bucharest, Romania; Orange Romania, Bd. Lascar Catargiu, nr. 51-53 Bucharest, Romania; Telecommunications Department, University Politehnica of Bucharest, Bd. Iuliu Maniu, nr. 1-3, 061071, Bucharest, Romania","2017 25th Telecommunication Forum (TELFOR)","8 Jan 2018","2017","","","1","4","Presently, one of the critical challenges for mobile operators is how to implement in the near future a 5G network. This network must support a variety of use cases each of them with different requirements. 5G use cases are so diverse and challenging that the 5G networks must be customizable for the broad range of individual scenarios. We analyze in this paper the steps, objectives, architecture and specific requirements necessary for development and implementation of a Smart City Use Case in a 5G mobile network's operator. We consider that this use case will be the first that will use the 5G network, deployed by Orange Romania, in the near future.","","978-1-5386-3073-0","10.1109/TELFOR.2017.8249292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8249292","Intelligent Lighting;IoT;KPI's;LoRaWAN;LTE-M;Pole;Sensor;Smart City;Use Case;5G","Lighting;5G mobile communication;Smart cities;Actuators;Real-time systems;Telecommunications","5G mobile communication;smart cities","smart city use case implementation;5G mobile network operator;Orange Romania","","4","","4","","8 Jan 2018","","","IEEE","IEEE Conferences"
"A Study on smart city security policy based on blockchain in 5G Age","J. Noh; H. Kwon","Graduate School of Information, Security Korea Univ., Seoul, South of Korea; Graduate School of Information, Security Korea Univ., Seoul, South of Korea","2019 International Conference on Platform Technology and Service (PlatCon)","21 Mar 2019","2019","","","1","4","The smart city is aiming for an intelligent connected society beyond the concept of U-City with simple ICT. In particular, the rapid development of information and communications, such as 5G, and blockchain, has led to a paradigm shift to a new digital urban environment. As smart energy and smart transportation are integrated or interlocked, the technical and institutional arrangement should be preceded from the time of user authentication to provide reliability, transparency, and efficiency. For this purpose, this study aims to investigate the technical and institutional plans for the implementation of safe urban life utilizing blockchain technology. In order to apply smart city services using block-chain technology, it is necessary to fully agree and practice among various stakeholders such as public, business, academia, and civic groups. It is expected to be implemented as a people-centered smart city by gradually applying the block chain-based pilot service, which is made and participated together.","","978-1-7281-1288-6","10.1109/PlatCon.2019.8669406","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669406","smart city;blockchain;5G;user authentication","Smart cities;Blockchain;Authentication;5G mobile communication;Stakeholders","5G mobile communication;cryptography;security of data;town and country planning;ubiquitous computing","simple ICT;information;communications;paradigm shift;digital urban environment;smart energy;smart transportation;technical arrangement;institutional arrangement;user authentication;transparency;technical plans;institutional plans;smart city services;block-chain technology;people-centered smart city;block chain-based pilot service;smart city security policy;intelligent connected society;safe urban life;U-City","","2","","13","","21 Mar 2019","","","IEEE","IEEE Conferences"
"Machine Learning-based Slice Management in 5G Networks for Emergency Scenarios","A. Arora; T. Dimitrovski; R. Litjens; H. Zhang","Young Talent-IT, KPN,The Hague,The Netherlands; TNO,Dept. of Networks,The Hague,The Netherlands; TU Delft,Dept. of EEMCS,Delft,The Netherlands; GICE, NTU,Taipei,Taiwan","2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit)","28 Jul 2021","2021","","","193","198","This study proposes a two-step ML-based multislice radio resource allocation framework for 5G networks, specifically for emergency scenarios and featuring a good tradeoff between complexity and performance. In the first step, call-level resource demands are predicted using supervised ML, which are then aggregated to predict slice-specific resource demands. An innovative method is included in this step to ensure the collection of representative training data for the supervised ML. In the second step, a contextual multi-armed bandit reinforcement learning model is applied to derive the resource allocation among the slices based on the slice-specific resource demand predictions. The simulation results show that the proposed framework outperforms alternative solutions in the defined utility values for priority emergency traffic at the cost of modest performance sacrifice of the background traffic.","2575-4912","978-1-6654-1526-2","10.1109/EuCNC/6GSummit51104.2021.9482547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482547","5G;network slicing;slice management;machine learning;emergency scenarios","6G mobile communication;5G mobile communication;Simulation;Training data;Reinforcement learning;Predictive models;Data models","","","","","","23","","28 Jul 2021","","","IEEE","IEEE Conferences"
"Machine Learning Approach for Automatic Configuration and Management of 5G Platforms","T. A. Khan; A. Mehmood; J. J. Diaz Rivera; W. Song","Jeju National University,Computer Engineering,Jeju,South Korea; Jeju National University,Computer Engineering,Jeju,South Korea; Jeju National University,Computer Engineering,Jeju,South Korea; Jeju National University,Computer Engineering,Jeju,South Korea","2019 20th Asia-Pacific Network Operations and Management Symposium (APNOMS)","7 Nov 2019","2019","","","1","6","The automatic control over the network platforms is an esteem requirement of the operators. Recently, 5G with its aim to attain the internet of everything, it challenged researchers for the achievement of automatic control over the network platform. Furthermore, the 5G system consists of multi-domain network applications and platforms which make it complex to control and configure the network. Hence, the focus of this research is to enable easy configuration through high-level instructions and the use of machine learning for automatic control over the network infrastructure. The overall system consists of Intent-Base application that includes a machine learning model and it configures and controls the M-CORD-based network slicing test-bed.","2576-8565","978-4-88552-320-5","10.23919/APNOMS.2019.8893119","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8893119","ML;5G;M-CORD;OpenStack;ONOS","","5G mobile communication;Internet of Things;learning (artificial intelligence);telecommunication computing;telecommunication control;telecommunication network management","automatic control;network infrastructure;machine learning model;M-CORD-based network slicing test-bed;5G platforms;intent-base application;Internet of Everything","","6","","31","","7 Nov 2019","","","IEEE","IEEE Conferences"
"Testbed for 5G Connected Artificial Intelligence on Virtualized Networks","C. V. Nahum; L. De Nóvoa Martins Pinto; V. B. Tavares; P. Batista; S. Lins; N. Linder; A. Klautau","LASSE - 5G & IoT Research Group, Federal University of Pará, Belém, Brazil; LASSE - 5G & IoT Research Group, Federal University of Pará, Belém, Brazil; LASSE - 5G & IoT Research Group, Federal University of Pará, Belém, Brazil; Ericsson Research, Stockholm, Sweden; Ericsson Research, Rodovia Engenheiro Ermênio de Oliveira Penteado, Indaiatuba, Brazil; Ericsson Research, Stockholm, Sweden; LASSE - 5G & IoT Research Group, Federal University of Pará, Belém, Brazil","IEEE Access","23 Dec 2020","2020","8","","223202","223213","The fifth-generation (5G) cellular networks incorporate a large variety of technologies in order to address very distinct use cases. Assessing these technologies and investigating future alternatives is complicated when one relies only on simulators. 5G testbeds are an important alternative to simulators and many have been recently described, emphasizing aspects such as cloud functionalities, management and orchestration. This work presents a 5G mobile network testbed with a virtualized and orchestrated structure using containers, which focuses on integration to artificial intelligence (AI) applications. The presented testbed uses open-source technologies to deploy and orchestrate the virtual network functions (VNFs) to flexibly create various mobile network scenarios, with distinct fronthaul and backhaul topologies. Distinctive features of the testbed are its relatively low cost and the support to using AI for optimizing the network performance. The paper explains how to deploy the testbed structure and reproduce the presented results with the provided code. AI-based radio access network (RAN) slicing and VNF placement are used as examples of the testbed capabilities.","2169-3536","","10.1109/ACCESS.2020.3043876","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - Brasil (CAPES) - Finance Code 001; Innovation Center, Ericsson Telecomunicações S.A., Brazil; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9290141","Artificial intelligence;machine learning;virtualized mobile network;testbed;5G","5G mobile communication;Network topology;Containers;Topology;Artificial intelligence;Open source software;Radio access networks","5G mobile communication;artificial intelligence;mobile computing;radio access networks;telecommunication equipment testing;telecommunication network topology;virtualisation","5G connected artificial intelligence;virtualized networks;5G mobile network testbed;virtual network functions;backhaul topologies;network performance;cloud functionalities;artificial intelligence applications;open-source technologies;fronthaul topologies;radio access network slicing;RAN;VNF placement","","","","45","CCBY","10 Dec 2020","","","IEEE","IEEE Journals"
"Toward an Intelligent, Multipurpose 5G Network: Enhancing Mobile Wireless Networks","J. Yang; Y. Chan","Verizon Communications, Walnut Creek, California United States; Verizon Communications, Walnut Creek, California United States","IEEE Vehicular Technology Magazine","23 May 2019","2019","14","2","53","60","Fifth-generation (5G) networks are evolving from special purpose-built networks to software-defined, intelligent, multipurpose networks, enabling service innovation and autonomous network operation. In this article, we present an intelligent mobile edge network based on standardized 5G network function entities and New Radio (NR) radio access networks (RANs). We propose a multitier, self-organizing network (SON) with a middle-tier SON (mSON), centralized SON (cSON), and distributed SON (dSON) to support increasing network dynamicity for different verticals and to take advantage of the latest high-layer F1 interface. This is essential to support low-latency applications and ultrahigh-reliability services. It also enables more dynamically tight interworking of 5G NR and LTE with dual connectivity, expanding initial 5G NR coverage. We analyze a lower-layer RAN split to optimize fronthaul and so further improve radio efficiency by utilizing the multitier SON among various radio nodes as well as distributed units (DUs) and centralized units (CUs). This will facilitate massive multiple-input/multiple-output (MIMO) antenna systems and accelerate centralized and virtualized RAN deployments.","1556-6080","","10.1109/MVT.2019.2906848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8695712","","5G mobile communication;Servers;Long Term Evolution;Computer architecture;Bandwidth;Network slicing;3GPP","5G mobile communication;antenna arrays;Long Term Evolution;MIMO communication;radio access networks;software defined networking","intelligent networks;multipurpose networks;autonomous network operation;intelligent mobile edge network;self-organizing network;middle-tier SON;centralized SON;high-layer F1 interface;ultrahigh-reliability services;dynamically tight interworking;lower-layer RAN;multitier SON;mobile wireless networks;software-defined networks;network dynamicity;fifth-generation networks;standardized 5G network function;new radio radio access networks;low-latency applications;LTE;massive multiple-input-multiple-output antenna;MIMO antenna;centralized RAN deployments;virtualized RAN deployments","","1","","15","IEEE","23 Apr 2019","","","IEEE","IEEE Magazines"
"Intelligent Electricity Information Collection Based on 5G Technology","D. Liu; D. Fu; Q. Liu; C. Fan; A. Wang","Liaoning Yingkou Power Supply Company Measurement Center,Yingkou,Liaoning,China,115000; Liaoning Yingkou Power Supply Company Measurement Center,Yingkou,Liaoning,China,115000; Liaoning University of Petroleum and Chemical Technology,Electrical Engineering and Automation,Fushun,Liaoning,China,113000; Yingkou Power Supply Company,Marketing Department,Yingkou,Liaoning,China,115000; Yingkou Power Supply Company,Marketing Department,Yingkou,Liaoning,China,115000","2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS)","12 Apr 2021","2021","","","1095","1099","Intelligent electricity information collection based on 5G technology is studied in this manuscript. The power system is a complex network system. It's safe and reliable operation can not only guarantee the normal operation and supply of the power system, avoid major losses caused by potential safety hazards, but also form the basis for the stable and healthy development of the whole society. This paper holds the 2 aspects of innovations. First, traditional design thinking is that each system is designed independently, and each system has its own software platform, database system, man-machine interface, and poor data consistency, the proposed research work has adopted the machine learning models to enhance it. Second, through network slicing technology and relying on the servitized core network architecture, operators can construct the multiple logically independent that will enhance the systematic robustness. The simulation proves the efficiency.","","978-1-7281-9537-7","10.1109/ICAIS50930.2021.9395872","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9395872","5G Technology;Intelligent System;Information Collection;Power Systems;Data Mining","Technological innovation;Systematics;Supply and demand;5G mobile communication;User interfaces;Software;Robustness","5G mobile communication;data mining;learning (artificial intelligence);power engineering computing","intelligent electricity information collection;power system;complex network system;database system;servitized core network architecture;software platform;machine learning model;network slicing technology","","","","18","","12 Apr 2021","","","IEEE","IEEE Conferences"
"5G Smart City Vertical Slice","B. Rusti; H. Stefanescu; M. Iordache; J. Ghenta; C. Patachia; P. Gouvas; A. Zafeiropoulos; E. Fotopoulou; Q. Wang; J. A. Calero","Orange Romania, Bucharest, Romania; Orange Romania, Bucharest, Romania; Orange Romania, Bucharest, Romania; Orange Romania, Bucharest, Romania; Orange Romania, Bucharest, Romania; Research & Development Ubitech, Athens, Greece; Research & Development Ubitech, Athens, Greece; Research & Development Ubitech, Athens, Greece; Engineering & Computing University of the West of Scotland, Paisley, UK; Engineering & Computing University of the West of Scotland, Paisley, UK","2019 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)","20 May 2019","2019","","","13","19","5G is the key enabler for new business and digital transformation initiatives to integrate vertical industries (e.g., automotive, energy, manufacturing, entertainment) into the network slice concept, maximizing the sharing of network resources and creating dedicated logical networks with personalized customer specific functions. In this paper we present a unique concept for the development, deployment and management of a Smart City 5G cloud native application network as a result of synergy between two 5G-PPP EU projects, namely MATILDA and SliceNet. The application development and deployment lifecycle starts with the design and composition of the application graph in MATILDA development kit, followed by on boarding of the developed application into a vertical applications orchestrator and the preparation of a ""slice intent"" description for the creation of an application-aware network slice. The latter is provided to the SliceNet One-Stop API to create the application-aware network slice to be deployed further over a programmable network infrastructure. The overall Smart City use case is presented, including plans for further enhancements as a collaborative activity between the two research projects. All functions and integration activities will be tested in a dedicated testbed platform.","1573-0077","978-3-903176-15-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8717831","5G;Marketplace;Application Orchestrator;Network Slice;5G-ready application;IoT;LTE-M;Sensor;Smart City;Matilda;SliceNet component","5G mobile communication;Smart cities;Network slicing;Quality of experience;Lighting;Computer architecture","5G mobile communication;application program interfaces;cloud computing;mobility management (mobile radio);smart cities;telecommunication computing","personalized customer specific functions;5G-PPP EU projects;MATILDA development kit;slice intent description;programmable network infrastructure;digital transformation initiatives;5G smart city vertical slice;vertical application orchestrator;smart city 5G cloud native application network;application-aware network slice concept;SliceNet one-stop AP","","1","","26","","20 May 2019","","","IEEE","IEEE Conferences"
"A Review of Recent Advances in Automated Guided Vehicle Technologies: Integration Challenges and Research Areas for 5G-Based Smart Manufacturing Applications","E. A. Oyekanlu; A. C. Smith; W. P. Thomas; G. Mulroy; D. Hitesh; M. Ramsey; D. J. Kuhn; J. D. Mcghinnis; S. C. Buonavita; N. A. Looper; M. Ng; A. Ng’oma; W. Liu; P. G. Mcbride; M. G. Shultz; C. Cerasi; D. Sun","MT&E, Corning Inc., Painted Post, NY, USA; Verizon Wireless, Baskin Ridge, NJ, USA; Corning Optical Communications LLC, Hickory, NC, USA; MT&E, Corning Inc., Painted Post, NY, USA; Verizon Wireless, Baskin Ridge, NJ, USA; Verizon Wireless, Baskin Ridge, NJ, USA; MT&E, Corning Inc., Painted Post, NY, USA; Corning Optical Communications LLC, Hickory, NC, USA; Verizon Wireless, Baskin Ridge, NJ, USA; MT&E, Corning Inc., Painted Post, NY, USA; Verizon Wireless, Baskin Ridge, NJ, USA; MT&E, Corning Inc., Painted Post, NY, USA; Verizon Wireless, Baskin Ridge, NJ, USA; MT&E, Corning Inc., Painted Post, NY, USA; MT&E, Corning Inc., Painted Post, NY, USA; Verizon Wireless, Baskin Ridge, NJ, USA; Verizon Wireless, Baskin Ridge, NJ, USA","IEEE Access","16 Nov 2020","2020","8","","202312","202353","In industrial environments, over several decades, Automated Guided Vehicles (AGVs) and Autonomous Mobile Robots (AMRs) have served to improve efficiencies of intralogistics and material handling tasks. However, for system integrators, the choice and effective deployment of improved, suitable and reliable communication and control technologies for these unmanned vehicles remains a very challenging task. Specifics of communication for AGVs and AMRs imposes stringent performance requirements on latency and reliability of communication links which many existing wireless technologies struggle to satisfy. In this paper, a review of latest AGVs and AMRs research results in the past decade is presented. The review encompasses results from different past and present research domains of AGVs. In addition, performance requirements of communication networks in terms of their latencies and reliabilities when they are deployed for AGVs and AMRs coordination, control and fleet management in smart manufacturing environments are discussed. Integration challenges and limitations of present state-of-the-art AGV and AMR technologies when those technologies are used for facilitating AGV-based smart manufacturing and factory of the future applications are also thoroughly discussed. The paper also present a thorough discussion of areas in need of further research regarding the application of 5G networks for AGVs and AMRs fleet management in smart manufacturing environments. In addition, novel integration ideas by which tactile Internet, 5G network slicing and virtual reality applications can be used to facilitate AGV and AMR based factory of the future (FoF) and smart manufacturing applications were motivated.","2169-3536","","10.1109/ACCESS.2020.3035729","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247159","Intelligent factory;factory of the future;5G;smart manufacturing;industry 4.0;autonomous industrial equipment;AGV;AMR;tactile Internet;virtual reality;lean manufacturing","Tactile Internet;5G mobile communication;Virtual reality;Production facilities;Reliability;Task analysis;Smart manufacturing","5G mobile communication;automatic guided vehicles;Internet;manufacturing systems;materials handling;mobile robots;remotely operated vehicles;virtual reality","intralogistics;material handling tasks;reliable communication;unmanned vehicles;latency reliability;communication links;wireless technologies;research domains;communication networks;AMRs coordination;smart manufacturing environments;AGV;AMR technologies;AMRs fleet management;5G network slicing;5G-based smart manufacturing applications;industrial environments;autonomous mobile robots;automated guided vehicle technologies;AMRs research","","12","","329","CCBY","3 Nov 2020","","","IEEE","IEEE Journals"
"5G Key Technologies for Smart Railways","B. Ai; A. F. Molisch; M. Rupp; Z. -D. Zhong","State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China; Ming Hsieh Department of Electrical Engineering, University of Southern California, Los Angeles, CA, USA; Institute of Telecommunications, Technische Universität Wien, Vienna, Austria; State Key Laboratory of Rail Traffic Control and Safety, Beijing Jiaotong University, Beijing, China","Proceedings of the IEEE","28 May 2020","2020","108","6","856","893","Railway communications has attracted significant attention from both academia and industries due to the booming development of railways, especially high-speed railways (HSRs). To be in line with the vision of future smart rail communications, the rail transport industry needs to develop innovative communication network architectures and key technologies that ensure high-quality transmissions for both passengers and railway operations and control systems. Under high mobility and with safety, eco-friendliness, comfort, transparency, predictability, and reliability. Fifth-generation (5G) technologies could be a promising solution to dealing with the design challenges on high reliability and high throughput for HSR communications. Based on our in-depth analysis of smart rail traffic services and communication scenarios, we propose a network slicing architecture for a 5G-based HSR system. With a ray tracing-based analysis of radio wave propagation characteristics and channel models for millimeter wave (mmWave) bands in railway scenarios, we draw important conclusions with regard to appropriate operating frequency bands for HSRs. mymargin Specifically, we have identified significant 5G-based key technologies for HSRs, such as spatial modulation, fast channel estimation, cell-free massive multiple-input-multiple-output (MIMO), mmWave, efficient beamforming, wireless backhaul, ultrareliable low latency communications, and enhanced handover strategies. Based on these technologies, we have developed a complete framework of 5G technologies for smart railways and pointed out exciting future research directions.","1558-2256","","10.1109/JPROC.2020.2988595","National Key Research and Development Program(grant numbers:2016YFE0200900); NSFC(grant numbers:61725101,6196113039,U1834210); Royal Society Newton Advanced Fellowship(grant numbers:NA191006); State Key Laboratory of Rail Traffic Control and Safety(grant numbers:RCS2020ZT010); U.S. National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9103348","Artificial intelligence (AI);channel model;fifthgeneration (5G)-R;Internet of Things (IoT);massive multiple-input–multiple-output (MIMO);millimeter wave (mmWave);smart railways;ultrareliable low latency communication (URLLC)","5G mobile communication;Rail transportation;Wireless communication;Artificial intelligence;Intelligent transportation systems;Ultra reliable low latency communication;MIMO communication;Low latency communication","5G mobile communication;channel estimation;rail traffic;railway communication;ray tracing;telecommunication network reliability;wireless channels","innovative communication network architectures;high-quality transmissions;rail transport industry;future smart rail communications;high-speed railways;railway communications;smart railways;ultrareliable low latency communications;wireless backhaul;significant 5G-based key technologies;HSRs;operating frequency bands;railway scenarios;millimeter wave bands;radio wave propagation characteristics;ray tracing-based analysis;HSR system;network slicing architecture;communication scenarios;smart rail traffic services;in-depth analysis;HSR communications;high reliability;high mobility;control systems;railway operations","","32","","151","IEEE","28 May 2020","","","IEEE","IEEE Journals"
"5G IoT System for Real-Time Psycho-Acoustic Soundscape Monitoring in Smart Cities With Dynamic Computational Offloading to the Edge","J. Segura-Garcia; J. M. A. Calero; A. Pastor-Aparicio; R. Marco-Alaez; S. Felici-Castell; Q. Wang","Department of Computer Science, Escola Tècnica Superior d’Enginyeria, Universitat de Valencia, Burjassot, Spain; School of Computing, Engineering and Physical Sciences, University of the West of Scotland, Paisley, Scotland; EDICOM, Paterna, Spain; ATOS, Bezons, France; Department of Computer Science, Escola Tècnica Superior d’Enginyeria, Universitat de Valencia, Burjassot, Spain; Department of Computer Science, Escola Tècnica Superior d’Enginyeria, Universitat de Valencia, Burjassot, Spain","IEEE Internet of Things Journal","26 Jul 2021","2021","8","15","12467","12475","Environmental noise monitoring for smart cities need to be as much efficient as possible in order to mitigate its significant impact in the health of their inhabitants. 5G Internet of Things (IoT) systems offer a big opportunity to offload the computation from the sensor nodes, since it provides a series of new concepts for dynamic computing that the previous technologies did not offer. In this article, a complete 5G IoT system for psycho-acoustic monitoring has been designed and implemented using different options for offloading computation to different parts of the system. This offloading has been done by developing different functional splittings of the psycho-acoustic metrics algorithms to allocate such splits in different locations. Finally, a performance comparison among different functional splittings and their implementation are shown with a detailed discussion.","2327-4662","","10.1109/JIOT.2021.3063520","Spanish Ministry of Innovation and Economy(grant numbers:BIA2016-76957-C3-1-R (co-funded with FEDER funds)); Generalitat de Valencia(grant numbers:AEST/2020/048,BEST/2020/117); European Commission(grant numbers:H2020-ICT-2016-2/761913 SLICENET); End-to-End Cognitive Network Slicing and Slice Management Framework in Virtualized multidomain, multitenant 5G Networks; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9367289","5G;functional splitting;Internet of Things (IoT);psycho-acoustic;smart city;soundscape monitoring","Measurement;Monitoring;5G mobile communication;Psychoacoustic models;Internet of Things;Computational modeling;Real-time systems","","","","","","37","IEEE","3 Mar 2021","","","IEEE","IEEE Journals"
"Internet of skills, where robotics meets AI, 5G and the Tactile Internet","M. Dohler; T. Mahmoodi; M. A. Lema; M. Condoluci; F. Sardis; K. Antonakoglou; H. Aghvami","Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK; Centre for Telecommunications Research, Department of Informatics, King's College London, UK","2017 European Conference on Networks and Communications (EuCNC)","17 Jul 2017","2017","","","1","5","Capitalizing on the latest developments in 5G and ultra-low delay networking as well as Artificial Intelligence (AI) and robotics, we advocate here for the emergence of an entirely novel Internet which will enable the delivery of skills in digital form. We outline the technical challenges which need to be overcome to enable such a vision, i.e., on the development of a 5G Tactile Internet, standardized haptic codecs, and AI to enable the perception of zero delay networks. The paper is concluded with an overview on the current capabilities, and the standardization initiatives in the IEEE 5G Tactile Internet standards working group as well as the IEEE 5G Initiative.","","978-1-5386-3873-6","10.1109/EuCNC.2017.7980645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7980645","Internet of Skills;5G;Tactile Internet;AI;Robotics","Internet;Haptic interfaces;Delays;5G mobile communication;Artificial intelligence;Codecs;Robots","5G mobile communication;artificial intelligence;Internet;mobile robots","Internet of Skills;AI;ultra-low delay networking;artificial intelligence;haptic codecs;zero delay networks;IEEE 5G tactile Internet standard","","42","","23","","17 Jul 2017","","","IEEE","IEEE Conferences"
