"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic network slicing and resource allocation for heterogeneous wireless services","J. Kwak; J. Moon; H. Lee; L. B. Le","CONNECT, Trinity College Dublin, Ireland; Department of Software, Konkuk University, Korea; Department of Software, Konkuk University, Korea; INRS-EMT, University of Quebec, Canada","2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","15 Feb 2018","2017","","","1","5","In this paper, we study dynamic bandwidth slicing and resource allocation problems to support a mixture of IoT (Internet of Things) and video streaming services. By employing Lyapunov optimization method with time-scale separation approach, we develop algorithms for long time-scale bandwidth slicing, and short time-scale IoT device scheduling, power allocation (for IoT service) and quality decision (for video streaming service). We show through simulations that proposed dynamic bandwidth slicing and resource allocation algorithms outperform the static bandwidth slicing and resource allocation policies in terms of average total cost and average total delay.","2166-9589","978-1-5386-3531-5","10.1109/PIMRC.2017.8292663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292663","","Bandwidth;Streaming media;Resource management;Dynamic scheduling;Heuristic algorithms;Power control;Servers","5G mobile communication;bandwidth allocation;Internet of Things;Lyapunov methods;optimisation;resource allocation;synchronisation;telecommunication scheduling;video streaming","heterogeneous wireless services;dynamic bandwidth slicing;Internet of Things;Lyapunov optimization method;time-scale separation approach;long time-scale bandwidth slicing;short time-scale IoT device scheduling;power allocation;IoT service;video streaming service;resource allocation algorithms;static bandwidth slicing","","11","","12","","15 Feb 2018","","","IEEE","IEEE Conferences"
"Transfer Learning-Based Accelerated Deep Reinforcement Learning for 5G RAN Slicing","A. M. Nagib; H. Abou-Zeid; H. S. Hassanein","Queen’s University,School of Computing,Kingston,Canada; Ericsson,Ottawa,Canada; Queen’s University,School of Computing,Kingston,Canada","2021 IEEE 46th Conference on Local Computer Networks (LCN)","7 Sep 2021","2021","","","249","256","Deep Reinforcement Learning (DRL) algorithms have been recently proposed to solve dynamic Radio Resource Management (RRM) problems in 5G networks. However, the slow convergence experienced by traditional DRL agents puts many doubts on their practical adoption in cellular networks. In this paper, we first discuss the need to have accelerated DRL algorithms. We then analyze the exploration behavior of various state-of-the-art DRL algorithms for slice resource allocation, and compare it with the traditional 5G Radio Access Network (RAN) slicing baselines. Finally, we propose a transfer learning-accelerated DRL-based solution for slice resource allocation. In particular, we tackle the challenge of slow convergence by transferring the policy learned by a DRL agent at an expert base station (BS) to newly deployed agents at target learner BSs. Our approach shows a remarkable reduction in convergence time and a significant performance improvement compared with its non-accelerated counterparts when tested against multiple traffic load variations.","0742-1303","978-1-6654-1886-7","10.1109/LCN52139.2021.9524965","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524965","cellular networks;RAN slicing;resource allocation;deep reinforcement learning;transfer learning;accelerated reinforcement learning;5G","5G mobile communication;Heuristic algorithms;Conferences;Reinforcement learning;Telecommunication traffic;Dynamic scheduling;Computer networks","","","","","","12","","7 Sep 2021","","","IEEE","IEEE Conferences"
"Dynamic Keeping Reserved Resource Probability with Slicing Flow Steering in 5G Sidelink SPS for Platooning ADAS and Autonomous Self Driving<sup>*</sup>","B. -J. Chang; W. Hung; Y. Lin; W. -T. Chang","National Yunlin University of Science and Technology,department of Computer Science and Information Engineering,Taiwan,ROC; National Yunlin University of Science and Technology,department of Computer Science and Information Engineering,Taiwan,ROC; National Yunlin University of Science and Technology,department of Computer Science and Information Engineering,Taiwan,ROC; National Yunlin University of Science and Technology,Graduate School of Engineering Science and Technology,Taiwan,ROC","2020 International Automatic Control Conference (CACS)","17 Dec 2020","2020","","","1","6","5G cellular networking provides lower delay in 1-10 (ms) and ultra-reliable communications of network slicing of diverse types of flows definitely achieving diverse ADAS, e.g., Cellular Vehicle-to-Everything (C-V2X), Cooperative Intelligent Transportation System (C-ITS), etc. Several critical issues exhibit such driving communications in 5G. Typically, since extremely big data accesses among fast driving vehicles of unreliable V2X communications through both 5G contention-based random access interfaces: PC5 and sidelink V2X obviously increase contention collision probability, this clearly degrades the performance of delay, loss, and goodput. This paper thus proposes the approach of Dynamically Keeping reserved resource probability with flow traffic Steering (namely DKS) for platooning CACC and Emergency types of slicing in 5G. Two key contributions include: 1) dynamically determining the keeping reserved resource probability according to the collision probability and different priorities of flows and 2) dynamically steering 5G flow slicing for diverse ADAS applications, especially for platooning CACC, Emergency, etc. Evaluation results show that the proposed DKS approach outperforms the compared approaches in access collision probability, access delay, successful probability, goodput, the number of driving shockwaves, average vehicle velocity, and average travel time.","","978-1-7281-7198-2","10.1109/CACS50047.2020.9289794","Ministry of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9289794","5G eV2X;5G Core Network;5G SideLink SPS;5G Flow Steering;MEC;Platooning CACC driving","5G mobile communication;Network slicing;Big Data;Delays;Vehicle dynamics;Vehicle-to-everything;Numerical stability","5G mobile communication;cellular radio;cooperative communication;intelligent transportation systems;probability;resource allocation;telecommunication congestion control;telecommunication network management;telecommunication network reliability;telecommunication traffic;vehicular ad hoc networks","access collision probability;5G sidelink SPS;5G cellular networking;contention collision probability;dynamic keeping reserved resource probability;slicing flow steering;platooning ADAS;autonomous self driving;ultrareliable communications;cellular vehicle-to-everything;C-V2X;cooperative intelligent transportation system;C-ITS;big data access;unreliable V2X communication;5G contention-based random access interface;flow traffic steering;platooning CACC;dynamically steering 5G flow slicing","","","","33","","17 Dec 2020","","","IEEE","IEEE Conferences"
"AI-Based Resource Provisioning of IoE Services in 6G: A Deep Reinforcement Learning Approach","H. Sami; H. Otrok; J. Bentahar; A. Mourad","Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada; Department of EECS, Center of Cyber-Physical Systems, Khalifa University, Abu Dhabi, UAE; Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Mathematics, Lebanese American University, Beirut, Lebanon","IEEE Transactions on Network and Service Management","8 Sep 2021","2021","18","3","3527","3540","Currently, researchers have motivated a vision of 6G for empowering the new generation of the Internet of Everything (IoE) services that are not supported by 5G. In the context of 6G, more computing resources are required, a problem that is dealt with by Mobile Edge Computing (MEC). However, due to the dynamic change of service demands from various locations, the limitation of available computing resources of MEC, and the increase in the number and complexity of IoE services, intelligent resource provisioning for multiple applications is vital. To address this challenging issue, we propose in this paper IScaler, a novel intelligent and proactive IoE resource scaling and service placement solution. IScaler is tailored for MEC and benefits from the new advancements in Deep Reinforcement Learning (DRL). Multiple requirements are considered in the design of IScaler’s Markov Decision Process. These requirements include the prediction of the resource usage of scaled applications, the prediction of available resources by hosting servers, performing combined horizontal and vertical scaling, as well as making service placement decisions. The use of DRL to solve this problem raises several challenges that prevent the realization of IScaler’s full potential, including exploration errors and long learning time. These challenges are tackled by proposing an architecture that embeds an Intelligent Scaling and Placement module (ISP). ISP utilizes IScaler and an optimizer based on heuristics as a bootstrapper and backup. Finally, we use the Google Cluster Usage Trace dataset to perform real-life simulations and illustrate the effectiveness of IScaler’s multi-application autonomous resource provisioning.","1932-4537","","10.1109/TNSM.2021.3066625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380677","Resource provisioning;deep reinforcement learning (DRL);service placement;resource scaling;5G;6G;AI;Internet of Everything (IoE)","6G mobile communication;5G mobile communication;Clustering algorithms;Servers;Dynamic scheduling;Artificial intelligence;Internet of Things","","","","","","42","IEEE","17 Mar 2021","","","IEEE","IEEE Journals"
"Integration Application of 5G and Smart Grid","S. Meng; Z. Wang; M. Tang; S. Wu; X. Li","China Electric Power Research Institute Co., Ltd,Information & Communication Department,Beijing,China; China Electric Power Research Institute Co., Ltd,Information & Communication Department,Beijing,China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications,Beijing,China; China Electric Power Research Institute Co., Ltd,Information & Communication Department,Beijing,China; China Electric Power Research Institute Co., Ltd,Information & Communication Department,Beijing,China","2019 11th International Conference on Wireless Communications and Signal Processing (WCSP)","8 Dec 2019","2019","","","1","7","With the development of smart grids, existing power private networks fell short of the demanding requirements of industrial applications, especially with respect to bandwidth, end to end latency, and reliability. Combining with vertical industry is a major development direction of 5G mobile communication technology, while its communication capacity of large bandwidth, low latency, high reliability as well as massive connection is matched with the service requirements of smart grid service. How to apply 5G to smart grid is widely concerned. This article is a survey of the related technologies about convergence application of 5G and smart grid. It first reviews the update of the 5G physical layer technologies, which support for realizing the communication requirements of the 5G application scenarios. Then it introduces the key technologies such as 5G mobile edge computing, computational caching and network slicing, which is the basis for 5G to support vertical multi-service networks and meet different service requirements. Finally, it presents several network slicing logic architectures of the access network, transmission network and core network which are matched with power service.","2472-7628","978-1-7281-3555-7","10.1109/WCSP.2019.8927874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927874","5G;power wireless services;network slicing architecture","5G mobile communication;Edge computing;Smart grids;Cloud computing;Computer architecture;Wireless communication;Bandwidth","5G mobile communication;smart power grids","core network;transmission network;access network;network slicing;computational caching;service requirements;communication capacity;smart grids;smart grid service;5G mobile communication technology;power private networks;vertical multiservice networks;5G mobile edge computing","","3","","36","","8 Dec 2019","","","IEEE","IEEE Conferences"
"Quantum Machine Learning for 6G Communication Networks: State-of-the-Art and Vision for the Future","S. J. Nawaz; S. K. Sharma; S. Wyne; M. N. Patwary; M. Asaduzzaman","Department of Electrical Engineering, COMSATS University Islamabad (CUI), Islamabad, Pakistan; SnT, University of Luxembourg, Luxembourg City, Luxembourg; Department of Electrical Engineering, COMSATS University Islamabad (CUI), Islamabad, Pakistan; School of Computing and Digital Technology, Birmingham City University, Birmingham, U.K.; School of Creative Arts and Engineering, Staffordshire University, Stoke-on-Trent, U.K.","IEEE Access","15 Apr 2019","2019","7","","46317","46350","The upcoming fifth generation (5G) of wireless networks is expected to lay a foundation of intelligent networks with the provision of some isolated artificial intelligence (AI) operations. However, fully intelligent network orchestration and management for providing innovative services will only be realized in Beyond 5G (B5G) networks. To this end, we envisage that the sixth generation (6G) of wireless networks will be driven by on-demand self-reconfiguration to ensure a many-fold increase in the network performance and service types. The increasingly stringent performance requirements of emerging networks may finally trigger the deployment of some interesting new technologies, such as large intelligent surfaces, electromagnetic-orbital angular momentum, visible light communications, and cell-free communications, to name a few. Our vision for 6G is a massively connected complex network capable of rapidly responding to the users' service calls through real-time learning of the network state as described by the network edge (e.g., base-station locations and cache contents), air interface (e.g., radio spectrum and propagation channel), and the user-side (e.g., battery-life and locations). The multi-state, multi-dimensional nature of the network state, requiring the real-time knowledge, can be viewed as a quantum uncertainty problem. In this regard, the emerging paradigms of machine learning (ML), quantum computing (QC), and quantum ML (QML) and their synergies with communication networks can be considered as core 6G enablers. Considering these potentials, starting with the 5G target services and enabling technologies, we provide a comprehensive review of the related state of the art in the domains of ML (including deep learning), QC, and QML and identify their potential benefits, issues, and use cases for their applications in the B5G networks. Subsequently, we propose a novel QC-assisted and QML-based framework for 6G communication networks while articulating its challenges and potential enabling technologies at the network infrastructure, network edge, air interface, and user end. Finally, some promising future research directions for the quantum- and QML-assisted B5G networks are identified and discussed.","2169-3536","","10.1109/ACCESS.2019.2909490","EU-funded(grant numbers:ATOM-690750,H2020-MSCA-RISE-2015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8681450","6G;B5G;machine learning;quantum communications;quantum machine learning","5G mobile communication;Communication networks;Quantum computing;Machine learning;Wireless networks;Parallel processing;Quantum communication","5G mobile communication;artificial intelligence;cellular radio;complex networks;intelligent networks;learning (artificial intelligence);mobile computing;quantum computing","massively connected complex network;electromagnetic-orbital angular momentum;beyond 5G networks;B5G networks;6G communication networks;quantum ML;QML;quantum uncertainty problem;air interface;artificial intelligence;network infrastructure;5G target services;core 6G enablers;quantum computing;network edge;network state;cell-free communications;visible light communications;intelligent surfaces;service types;fully intelligent network orchestration;isolated artificial intelligence operations;wireless networks;quantum machine learning","","69","","237","OAPA","4 Apr 2019","","","IEEE","IEEE Journals"
"Dynamic Hierarchical Caching Resource Allocation for 5G-ICN Slice","L. Ge; J. Zhou; Z. Zheng","Key Laboratory of the Ministry of Education for Optoelectronic Measurement Technology and Instrument, Beijing Information Science and Technology University, Beijing, China; Key Laboratory of the Ministry of Education for Optoelectronic Measurement Technology and Instrument, Beijing Information Science and Technology University, Beijing, China; Key Laboratory of the Ministry of Education for Optoelectronic Measurement Technology and Instrument, Beijing Information Science and Technology University, Beijing, China","IEEE Access","6 Oct 2021","2021","9","","134972","134983","Network slicing and Multiple-Access Edge Computing (MEC) are key technologies in fifth-generation (5G) networks. The flexible programmability of network slicing and the decentralization of MEC facilitate the deployment of Information-Centric Networking (ICN). The caching feature of ICN can provide users with low-latency data services. Although many existing works have addressed the cache deployment problem or the cache optimization problem, most of them do not consider the issue of caching resource allocation in the dynamic and hierarchical environment. Dynamic deployment of cache nodes can improve the operator’s revenue as much as possible while accurately allocating the caching resources can reduce the user-requested latency. Therefore, in this study, a problem of the operator’s expected revenue maximization is presented in an environment combining dynamic deployment of the MECs and the caching-enabled node ICN-Gateway (ICN-GW). To solve this problem, we propose an optimal stopping theory (OST)-based dynamic hierarchical caching resources allocation (ODH-CRA) algorithm. The algorithm consists of three parts. Firstly, an Integer Linear Programming (ILP) solution is proposed to determine the optimal deployment of the MECs. This method determines the optimal location and number of the MECs by considering deployment costs and service requirement costs synthetically. Secondly, a redeployment technique based on the OST is proposed to determine the best redeployment time of the MECs according to the values of latency violations and the service latency requirements. Finally, an improved elite genetic algorithm (IEGA) is proposed to find the optimal solution of the hierarchical caching resource allocation. This method searches the optimal scheme by maximizing the operator’s revenue joint caching costs and energy consumption. Ultimately, we perform a series of simulation experiments to compare the proposed method’s performance to dynamic and hierarchical methods. Our solution can effectively reduce the latency for users’ requesting, improve the revenue of ICN Communication Service Provider (ICSP), and provide an effective caching resource allocation scheme for the next generation of Internet of Things (IoT) networks.","2169-3536","","10.1109/ACCESS.2021.3116602","National Natural Science Foundation of China(grant numbers:61872044,61901043); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9552913","Network slice;MEC;ICN;hierarchical caching resource allocation;dynamic deployment","Resource management;5G mobile communication;Costs;Dynamic scheduling;Heuristic algorithms;Vehicle dynamics;Network slicing","","","","","","40","CCBY","29 Sep 2021","","","IEEE","IEEE Journals"
"AI-based Network-aware Service Function Chain Migration in 5G and Beyond Networks","R. A. Addad; D. L. C. Dutra; T. Taleb; H. Flinck","Aalto University, Espoo, Finland. (e-mail: rami.addad@aalto.fi); Federal University of Rio de Janeiro, Rio de Janeiro, Brazil.; Aalto University, Espoo, Finland, and also with Centre for Wireless Communications (CWC), University of Oulu, Oulu, Finland, and also with Computer and Information Security Department, Sejong University, Seoul, South Korea.; Nokia Bell Labs, Espoo, Finland.","IEEE Transactions on Network and Service Management","","2021","PP","99","1","1","While the 5G network technology is maturing and the number of commercial deployments is growing, the focus of the networking community is shifting to services and service delivery. 5G networks are designed to be a common platform for very distinct services with different characteristics. Network Slicing has been developed to offer service isolation between the different network offerings. Cloud-native services that are composed of a set of inter-dependent micro-services are assigned into their respective slices that usually span multiple service areas, network domains, and multiple data centers. Due to mobility events caused by moving end-users, slices with their assigned resources and services need to be re-scoped and re-provisioned. This leads to slice mobility whereby a slice moves between service areas and whereby the inter-dependent service and resources must be migrated to reduce system overhead and to ensure low-communication latency by following end-user mobility patterns. Recent advances in computational hardware, Artificial Intelligence, and Machine Learning have attracted interest within the communication community to study and experiment self-managed network slices. However, migrating a service instance of a slice remains an open and challenging process, given the needed co-ordination between inter-cloud resources, the dynamics, and constraints of inter-data center networks. For this purpose, we introduce a Deep Reinforcement Learning based agent that is using two different algorithms to optimize bandwidth allocations as well as to adjust the network usage to minimize slice migration overhead. We show that this approach results in significantly improved Quality of Experience. To validate our approach, we evaluate the agent under different configurations and in real-world settings and present the results.","1932-4537","","10.1109/TNSM.2021.3074618","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9409935","5G and beyond;Service Function Chain;Artificial Intelligence;Machine Learning;Multi-access Edge Computing;Deep Reinforcement Learning;Management and Orchestration.","5G mobile communication;Bandwidth;Cloud computing;Computer architecture;Channel allocation;Servers;Resource management","","","","","","","IEEE","21 Apr 2021","","","IEEE","IEEE Early Access Articles"
"On Predicting Service-oriented Network Slices Performances in 5G: A Federated Learning Approach","B. Brik; A. Ksentini","EURECOM,France; EURECOM,France","2020 IEEE 45th Conference on Local Computer Networks (LCN)","15 Jan 2021","2020","","","164","171","To achieve the vision of Zero Touch Management (ZSM) of network slices in 5G, it is important to monitor and predict the performances of the running network slices, or their Key Performance Indicator (KPI). KPIs are usually monitored, but also with the advance of Machine Learning (ML) techniques are predicted, aiming at proactively reacting to any service degradation of running network slices. While network- and computation-oriented KPIs can be easily monitored and predicted, service-oriented KPIs are difficult to obtain due to the privacy issue, as they disclose critical information on the performance of services. To tackle this issue, in this paper, we propose to use a new ML technique, known as Federated Learning (FL), which consists of keeping raw data where it is generated, while sending only users' local trained models to the centralized entity for aggregation. Hence, making FL as an adequate candidate to be used for predicting slices' service-oriented KPIs.","0742-1303","978-1-7281-7158-6","10.1109/LCN48667.2020.9314849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314849","Network slicing;5G;Machine learning;Federated Learning;Service-level performance","Data models;Training;Monitoring;Computational modeling;Predictive models;Collaborative work;Servers","5G mobile communication;data privacy;learning (artificial intelligence);program slicing;service-oriented architecture;telecommunication computing;telecommunication security","federated learning;ML;service-oriented network slices performance prediction;service-oriented KPI;computation-oriented KPI;key performance indicator;zero touch management;privacy issue;5G","","","","16","","15 Jan 2021","","","IEEE","IEEE Conferences"
"AI-Driven Provisioning in the 5G Core","A. Sheoran; S. Fahmy; L. Cao; P. Sharma","Purdue University, West Lafayette, IN, USA; Purdue University, West Lafayette, IN, USA; Hewlett Packard Labs, Palo Alto, CA, USA; Hewlett Packard Labs, Palo Alto, CA, USA","IEEE Internet Computing","30 Apr 2021","2021","25","2","18","25","Network slicing enables communication service providers to partition physical infrastructure into logically independent networks. Network slices must be provisioned to meet the service-level objectives (SLOs) of disparate offerings, such as enhanced mobile broadband, ultrareliable low-latency communications, and massive machine-type communications. Network orchestrators must customize service placement and scaling to achieve the SLO of each network slice. In this article, we discuss the challenges encountered by network orchestrators in allocating resources to disparate 5G network slices, and propose the use of artificial intelligence to make core placement and scaling decisions that meet the requirements of network slices deployed on shared infrastructure. We explore how artificial intelligence-driven scaling algorithms, coupled with functionality-aware placement, can enable providers to design closed-loop solutions to meet the disparate SLOs of future network slices.","1941-0131","","10.1109/MIC.2021.3056230","NSF(grant numbers:CNS-1717493 and OAC-1738981); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9345397","Telecommunications;5G;AI;Network Functions Virtualization","5G mobile communication;Resource management;Noise measurement;Ultra reliable low latency communication;Network slicing;Communication systems;Data centers;Artificial intelligence;Low latency communication;Enhanced mobile broadband","5G mobile communication;artificial intelligence","closed-loop solutions design;5G network slices;SLO;ultrareliable low-latency communications;artificial intelligence-driven scaling algorithms;service-level objectives;5G core;AI-driven provisioning;service placement;network orchestrators;massive machine-type communications;network slicing","","","","15","IEEE","2 Feb 2021","","","IEEE","IEEE Magazines"
"Artificial Intelligence for Elastic Management and Orchestration of 5G Networks","D. M. Gutierrez-Estevez; M. Gramaglia; A. D. Domenico; G. Dandachi; S. Khatibi; D. Tsolkas; I. Balan; A. Garcia-Saavedra; U. Elzur; Y. Wang","Samsung Res., UK; Univ. Carlos III of Madrid, Leganés, Spain; Leti, CEA, Grenoble, France; Leti, CEA, Grenoble, France; Nomor Res. Germany, Munich, Germany; Mobics, Greece; Nokia Bell Labs., Germany; NEC Res. Labs. Eur. GmbH Germany, Germany; NA; Samsung Res., UK","IEEE Wireless Communications","25 Oct 2019","2019","26","5","134","141","The emergence of 5G enables a broad set of diversified and heterogeneous services with complex and potentially conflicting demands. For networks to be able to satisfy those needs, a flexible, adaptable, and programmable architecture based on network slicing is being proposed. A softwarization and cloudification of the communications networks is required, where network functions (NFs) are being transformed from programs running on dedicated hardware platforms to programs running over a shared pool of computational and communication resources. This architectural framework allows the introduction of resource elasticity as a key means to make an efficient use of the computational resources of 5G systems, but adds challenges related to resource sharing and efficiency. In this article, we propose Artificial Intelligence (AI) as a built-in architectural feature that allows the exploitation of the resource elasticity of a 5G network. Building on the work of the recently formed Experiential Network Intelligence (ENI) industry specification group of the European Telecommunications Standards Institute (ETSI) to embed an AI engine in the network, we describe a novel taxonomy for learning mechanisms that target exploiting the elasticity of the network as well as three different resource elastic use cases leveraging AI. This work describes the basis of a use case recently approved at ETSI ENI.","1558-0687","","10.1109/MWC.2019.1800498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8809570","","Elasticity;Artificial intelligence;5G mobile communication;Computer architecture;Resource management;Cloud computing;Network slicing","5G mobile communication;artificial intelligence;cloud computing;resource allocation;telecommunication computing;telecommunication network management","network slicing;communications networks;computational communication resources;Artificial Intelligence;Experiential Network Intelligence industry specification group;elastic management;heterogeneous services;programmable architecture;5G networks;European Telecommunications Standards Institute;ETSI;resource sharing;AI engine","","16","","15","","21 Aug 2019","","","IEEE","IEEE Magazines"
"Offline SLA-Constrained Deep Learning for 5G Networks Reliable and Dynamic End-to-End Slicing","H. Chergui; C. Verikoukis","CTTC, Barcelona, Spain; CTTC, Barcelona, Spain","IEEE Journal on Selected Areas in Communications","21 Feb 2020","2020","38","2","350","360","In this paper, we address the issue of resource provisioning as an enabler for end-to-end dynamic slicing in software defined networking/network function virtualization (SDN/NFV)-based fifth generation (5G) networks. The different slices' tenants (i.e. logical operators) are dynamically allocated isolated portions of physical resource blocks (PRBs), baseband processing resources, backhaul capacity as well as data forwarding elements (DFE) and SDN controller connections. By invoking massive key performance indicators (KPIs) datasets stemming from a live cellular network endowed with traffic probes, we first introduce a low-complexity slices' traffics predictor based on a soft gated recurrent unit (GRU). We then build-at each virtual network function-joint multi-slice deep neural networks (DNNs) and train them to estimate the required resources based on the traffic per slice, while not violating two service level agreement (SLA), namely, violation rate-based SLA and resource bounds-based SLA. This is achieved by integrating dataset-dependent generalized non-convex constraints into the DNN offline optimization tasks that are solved via a non-zero sum two-player game strategy. In this respect, we highlight the role of the underlying hyperparameters in the trade-off between overprovisioning and slices' isolation. Finally, using reliability theory, we provide a closed-form analysis for the lower bound of the so-called reliable convergence probability and showcase the effect of the violation rate on it.","1558-0008","","10.1109/JSAC.2019.2959186","research projects AGAUR(grant numbers:2017-SGR-891); SPOT5G(grant numbers:TEC2017-87456-P); 5G-SOLUTIONS(grant numbers:856691); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8931583","5G;deep neural networks;dynamic slicing;non-convex optimization;reliability theory;SDN/NFV;SLA;violation rate","Logic gates;Neural networks;5G mobile communication;Deep learning;Resource management;Reliability theory;Virtualization","5G mobile communication;cellular radio;game theory;learning (artificial intelligence);neural nets;optimisation;probability;resource allocation;software defined networking;telecommunication computing;telecommunication traffic;virtualisation","live cellular network;low-complexity slices;virtual network function;violation rate-based SLA;bounds-based SLA;5G networks;dynamic end-to-end slicing;resource provisioning;physical resource blocks;baseband processing resources;massive key performance indicators datasets;offline SLA-constrained deep learning;software defined networking;network function virtualization;fifth generation networks;data forwarding elements;SDN controller connections;gated recurrent unit;multislice deep neural networks;service level agreement;DNN offline optimization tasks;nonzero sum two-player game","","8","","24","IEEE","12 Dec 2019","","","IEEE","IEEE Journals"
"Proactive and Dynamic Slice Allocation in Sliced 5G Core Networks","D. Sattar; A. Matrawy","Carleton University,Ottawa,ON,Canada; Carleton University,Ottawa,ON,Canada","2020 International Symposium on Networks, Computers and Communications (ISNCC)","25 Dec 2020","2020","","","1","8","Malicious co-residency in virtualized networks poses a real threat. The next-generation mobile networks heavily rely on virtualized infrastructure, and network slicing has emerged as a key enabler to support different virtualized services and applications in the 5G network. However, allocating network slices efficiently while providing a minimum guaranteed level of service, as well as providing defense against the threat of malicious co-residency in a mobile core network, is challenging. To address these questions, in our previous work, we proposed an optimization model to allocate slices. It provided a static and manual allocation of slices. In this work, we analyze the defense against the malicious co-residency using our optimization-based allocation, and we extend our work to dynamically allocate slices. We propose a dynamic slice allocation framework for the 5G core network. The proposed framework provides user-interaction to request slices and any required services that need to run on a slice(s). It can accept a single or multiple allocation requests, and it dynamically allocates them. Additionally, the framework allocates slices in a balanced fashion across available resources. We compare our framework with the First Come First Serve and First Available allocation scheme.","","978-1-7281-5628-6","10.1109/ISNCC49221.2020.9297185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9297185","5G slicing;network slicing;5G availability;5G optimization;slice allocation;co-location","Delays;Resource management;5G mobile communication;Optimization;Network slicing;Servers;Side-channel attacks","5G mobile communication;optimisation;queueing theory;resource allocation;telecommunication computing;telecommunication security;virtualisation","first come first serve scheme;first available allocation scheme;dynamic slice allocation;virtualized services;static allocation;mobile core network;network slicing;virtualized infrastructure;next-generation mobile networks;virtualized networks;sliced 5G core networks;proactive slice allocation;multiple allocation requests;single allocation requests;dynamic slice allocation framework;optimization-based allocation;malicious co-residency;manual allocation","","","","21","","25 Dec 2020","","","IEEE","IEEE Conferences"
"Deep Learning based User Slice Allocation in 5G Radio Access Networks","S. Matoussi; I. Fajjari; N. Aitsaadi; R. Langar","University Gustave Eiffel, LIGM-CNRS UMR 8049,Marne-la-Vallee,France,F-77420; Orange-Labs,Chatillon,France,F-92320; Universites Paris-Saclay,UVSQ, DAVID,Versailles,France,F-78035; University Gustave Eiffel, LIGM-CNRS UMR 8049,Marne-la-Vallee,France,F-77420","2020 IEEE 45th Conference on Local Computer Networks (LCN)","15 Jan 2021","2020","","","286","296","Network slicing is proposed as a new paradigm to serve the plethora of 5G services on a shared infrastructure. Within this context, a Radio Access Network (RAN) slice is considered as the proportion of physical spectrum resources to be served to third parties. Interestingly, 3GPP standardized options of RAN processing dis-aggregation into network functions while enabling their placement whether in distributed or centralized locations. The adoption of an end-to-end RAN slicing raises new challenges related to the allocation efficiency of joint radio, link and computational resources. To deal with the stringent latency requirements of 5G services, we propose, in this paper, a Deep Learning based approach for User-centric end-to-end RAN Slice Allocation scheme. It can decide in real-time, to jointly allocate the amount of radio resources and functional split for each end- user. Our proposal satisfies end-user's requirements in terms of throughput and latency, while minimizing the infrastructure deployment cost.","0742-1303","978-1-7281-7158-6","10.1109/LCN48667.2020.9314857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9314857","5G RAN Slicing;3GPP Functional Split;Radio Resource Allocation;uRLLC;eMBB;Machine Learning","Resource management;3GPP;5G mobile communication;Computer architecture;Radio access networks;Microprocessors;Real-time systems","5G mobile communication;deep learning (artificial intelligence);radio access networks;resource allocation;telecommunication computing","3GPP standardized options;deep learning based user slice allocation;user-centric end-to-end RAN slice allocation scheme;network slicing;end-to-end RAN slicing;distributed centralized locations;network functions;physical spectrum resources;radio access network slice;shared infrastructure;5G radio access networks;radio resources","","1","","35","","15 Jan 2021","","","IEEE","IEEE Conferences"
