"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Learn to Schedule (LEASCH): A Deep Reinforcement Learning Approach for Radio Resource Scheduling in the 5G MAC Layer","F. Al-Tam; N. Correia; J. Rodriguez","Center for Electronics, Optoelectronics, and Telecommunications (CEOT), Faculty of Science and Technology, University of Algarve, Faro, Portugal; Center for Electronics, Optoelectronics, and Telecommunications (CEOT), Faculty of Science and Technology, University of Algarve, Faro, Portugal; Institute of Telecommunications, University of Aveiro, Aveiro, Portugal","IEEE Access","16 Jun 2020","2020","8","","108088","108101","Network management tools are usually inherited from one generation to another. This was successful since these tools have been kept in check and updated regularly to fit new networking goals and service requirements. Unfortunately, new networking services will render this approach obsolete and handcrafting new tools or upgrading the current ones may lead to complicated systems that will be difficult to maintain and improve. Fortunately, recent advances in AI have provided new promising tools that can help solving many network management problems. Following this interesting trend, the current article presents LEASCH, a deep reinforcement learning model able to solve the radio resource scheduling problem in the MAC layer of 5G networks. LEASCH is developed and trained in a sand-box and then deployed in a 5G network. It has been evaluated under different numerology settings. The experimental results show that it is both numerology-agnostic and efficient when compared to conventional baseline methods in many key performance indicators.","2169-3536","","10.1109/ACCESS.2020.3000893","European Regional Development Fund (FEDER), through the Competitiveness and Internationalization Operational Programme (COMPETE 2020); Fundação para a ciência e Tecnologia Regional, through the Operational Program of the Algarve (2020); i-Five: Extensão do acesso de espectro dinâmico para rádio 5G(grant numbers:POCI-01-0145-FEDER-030500); Fundação para a ciência e Tecnologia, Portugal, within the Center for Electronics, Optoelectronics, and Telecommunications (CEOT)(grant numbers:UID/MULTI/00631/2020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110842","5G;MAC;deep reinforcement learning;scheduling;resource management","5G mobile communication;Tools;Task analysis;Resource management;Reinforcement learning;Solid modeling","5G mobile communication;access protocols;learning (artificial intelligence);resource allocation;telecommunication computing;telecommunication network management;telecommunication scheduling","5G MAC layer;5G networks;learn to schedule;radio resource scheduling problem;deep reinforcement learning model;network management problems;complicated systems;networking services;network management tools;LEASCH","","4","","40","CCBY","8 Jun 2020","","","IEEE","IEEE Journals"
"Graph Attention Network-based DRL for Network Slicing Management in Dense Cellular Networks","Y. Shao; R. Li; Z. Zhao; H. Zhang","Zhejiang University,Dept. of Information Science and Electronic Engineering,Zheda Road 38, Hangzhou,China,310027; Zhejiang University,Dept. of Information Science and Electronic Engineering,Zheda Road 38, Hangzhou,China,310027; Zhejiang University,Dept. of Information Science and Electronic Engineering,Zheda Road 38, Hangzhou,China,310027; Zhejiang University,Dept. of Information Science and Electronic Engineering,Zheda Road 38, Hangzhou,China,310027","2021 IEEE Wireless Communications and Networking Conference (WCNC)","5 May 2021","2021","","","1","6","Network slicing (NS) devotes to provisioning various services with distinct requirements over the same physical communication infrastructure. Considering a dense cellular network scenario that contains several NS over multiple base stations (BSs), it remains challenging to design a proper resource management strategy in real time, so as to cope with frequent BS handover and meet distinct service requirements. In this paper, we propose to formulate this challenge as a multiagent reinforcement learning (MARL) problem and leverage graph attention network (GAT) to strengthen the cooperation between agents. Furthermore, we incorporate GAT into deep Q network (DQN) and correspondingly design an intelligent resource management strategy for NS. Finally, we verify the superiority of the GAT-based DQN algorithm through extensive simulations.","1558-2612","978-1-7281-9505-6","10.1109/WCNC49053.2021.9417321","National Natural Science Foundation of China; Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9417321","5G;network slicing;multi-agent reinforcement learning;graph attention network;resource management","Cellular networks;Fluctuations;Network slicing;Simulation;Reinforcement learning;Interference;Handover","cellular radio;learning (artificial intelligence);mobility management (mobile radio);multi-agent systems;resource allocation","graph attention network-based DRL;network slicing management;dense cellular networks;distinct requirements;physical communication infrastructure;dense cellular network scenario;multiple base stations;proper resource management strategy;frequent BS handover;distinct service requirements;leverage graph attention network;deep Q network;intelligent resource management strategy;GAT-based DQN algorithm","","","","18","","5 May 2021","","","IEEE","IEEE Conferences"
"Automatic Network Slicing for IoT in Smart City","F. Zhou; P. Yu; L. Feng; X. Qiu; Z. Wang; L. Meng; M. Kadoch; L. Gong; X. Yao","BUPT,Beijing; BUPT,Beijing; BUPT,Beijing; BUPT,Beijing; BUPT,Beijing; BUPT,Beijing; Ecole de Technologie Superieure; Academy of Broadcast Planning NRTA of China; State Grid Shanghai Municipal Electric Power Company","IEEE Wireless Communications","7 Jan 2021","2020","27","6","108","115","Internet of things (IoT) in smart city consists of a diversity of public utility and vertical industry services with extremely different performance requirements. As a key technology of 5G networks, network slicing (NS) is featured to provide distinct virtual networks and differentiated QoS guarantees in a shared infrastructure. Therefore, it becomes necessary to employ intelligent NS management for IoT in smart city. This work proposes a machine learning (ML) driven automatic NS framework which can intelligently scale slice according to network state. The resource preservation and slicing implementation scheme is given to trade off robustness and resource efficiency. Finally, the present study provides preliminary results via simulation and experimentation to justify the effectiveness and efficiency of the presented design.","1558-0687","","10.1109/MWC.001.2000069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9232929","","Network slicing;Smart cities;Internet of Things;5G mobile communication;Companies;Resource management;Dynamic scheduling","Internet of Things;learning (artificial intelligence);quality of service;smart cities;virtualisation","vertical industry services;distinct virtual networks;differentiated QoS guarantees;intelligent NS management;IoT;smart city;network state;resource preservation;slicing implementation scheme;automatic network slicing;public utility;machine learning driven automatic NS framework","","1","","15","","20 Oct 2020","","","IEEE","IEEE Magazines"
"Industry Digitalization Consepts with 5G-based IoT","K. Khujamatov; D. Khasanov; E. Reypnazarov; N. Axmedov","Tashkent University of Information Technologies named after Muhammad al-Khwarizmi,Tashkent,Uzbekistan; Tashkent University of Information Technologies named after Muhammad al-Khwarizmi,Tashkent,Uzbekistan; Tashkent University of Information Technologies named after Muhammad al-Khwarizmi,Tashkent,Uzbekistan; Tashkent University of Information Technologies named after Muhammad al-Khwarizmi,Tashkent,Uzbekistan","2020 International Conference on Information Science and Communications Technologies (ICISCT)","19 Feb 2021","2020","","","1","6","Recent developments in wireless technology and computing have given rise to two new and promising perspectives: the fifth generation (5G) wireless network and Internet of Things (IoT). If we take a closer look at these technologies, they together play an important role in the digitalization of industry and the design of smart industries. This article provides information on the key potentials and concepts of the 5G-based digitization industry, as well as the relevant usage conditions and requirements. In addition, the article presents some of the key blocks of 5G and some important issues that have not yet been resolved and their solutions.","","978-1-7281-9969-6","10.1109/ICISCT50599.2020.9351468","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9351468","5G;IoT;Industrial digitalization;5G scenarios;architecture;5G opportunities","Industries;Wireless sensor networks;5G mobile communication;Wireless networks;Production;Communications technology;Internet of Things","5G mobile communication;Internet of Things","5G;IoT;key potentials;digitization industry;relevant usage conditions;key blocks;industry digitalization consepts;wireless technology;promising perspectives;fifth generation wireless network","","","","22","","19 Feb 2021","","","IEEE","IEEE Conferences"
"Artificial Intelligence for Enhanced Mobility and 5G Connectivity in UAV-Based Critical Missions","S. Lins; K. V. Cardoso; C. B. Both; L. Mendes; J. F. De Rezende; A. Silveira; N. Linder; A. Klautau","LASSE-5G and IoT Research Group, Federal University of Pará (UFPA), Belem, Brazil; Instituto de Informática (INF), Universidade Federal de Goiás (UFG), Goiania, Brazil; Applied Computing Graduate Program, University of Vale do Rio dos Sinos (UNISINOS), São Leopoldo, Brazil; National Institute of Telecommunications (Inatel), Santa Rita do Sapucai, Brazil; Laboratory for Modeling, Analysis and Development of Networks and Computer Systems (LAND), Federal University of Rio de Janeiro (UFRJ), Rio de Janeiro, Brazil; LASSE-5G and IoT Research Group, Federal University of Pará (UFPA), Belem, Brazil; Ericsson Research Brazil, Indaiatuba, Brazil; LASSE-5G and IoT Research Group, Federal University of Pará (UFPA), Belem, Brazil","IEEE Access","13 Aug 2021","2021","9","","111792","111801","In the context of Fifth Generation mobile networks (5G), Search and Rescue (SAR) missions using Unmanned Aerial Vehicles (UAVs) can benefit from a dynamic, intelligent, and autonomous placement of both Network Functions (NFs) and Artificial Intelligence (AI) systems to quickly adapt in minimal human intervention scenarios. This article examines current 5G architectures and timely standardization efforts within this context. The contribution of this work is to identify associated 5G components and propose AI modules that enable efficient UAV-based SAR missions: the System Intelligence (SI) and Edge Intelligence (EI) concepts. SI is conceived as the entity responsible for defining and orchestrating the placement and processing tasks of NFs and AI systems, while EI is responsible for the optimization of AI-based end-user applications. The article also presents an open-source virtualized testbed that enables a concrete example of SI and EI roles in a SAR mission based on object detection with Deep Neural Networks (DNNs). In this proof-of-concept, the DNN layers are partitioned and the tradeoffs between communication and computational costs are highlighted. For instance, the results indicate that the latency can severely degrade the UAV trajectory and different DNN partitioning options can reduce the required bit rate to transmit DNN scores by more than three times.","2169-3536","","10.1109/ACCESS.2021.3103041","Brazilian Ministry of Science, Technology and Innovation (MCTIC)/Brazilian Internet Steering Committee (CGI.br)/São Paulo Research Foundation (FAPESP) through the Project entitled Slicing Future Internet Infrastructures (SFI2)(grant numbers:2018/23097-3); Brazilian National Council for Research and Development (CNPq); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9508372","Artificial Intelligence (AI);communication networks;standardization;mobile communication;mobile computing","Artificial intelligence;5G mobile communication;Object detection;Image edge detection;Optimization;Trajectory;Task analysis","","","","","","20","CCBY","6 Aug 2021","","","IEEE","IEEE Journals"
"Machine Learning Threatens 5G Security","J. Suomalainen; A. Juhola; S. Shahabuddin; A. Mämmelä; I. Ahmad","VTT Technical Research Center of Finland, Espoo, Finland; VTT Technical Research Center of Finland, Espoo, Finland; Nokia, Oulu, Finland; VTT Technical Research Center of Finland, Oulu, Finland; VTT Technical Research Center of Finland, Espoo, Finland","IEEE Access","26 Oct 2020","2020","8","","190822","190842","Machine learning (ML) is expected to solve many challenges in the fifth generation (5G) of mobile networks. However, ML will also open the network to several serious cybersecurity vulnerabilities. Most of the learning in ML happens through data gathered from the environment. Un-scrutinized data will have serious consequences on machines absorbing the data to produce actionable intelligence for the network. Scrutinizing the data, on the other hand, opens privacy challenges. Unfortunately, most of the ML systems are borrowed from other disciplines that provide excellent results in small closed environments. The resulting deployment of such ML systems in 5G can inadvertently open the network to serious security challenges such as unfair use of resources, denial of service, as well as leakage of private and confidential information. Therefore, in this article we dig into the weaknesses of the most prominent ML systems that are currently vigorously researched for deployment in 5G. We further classify and survey solutions for avoiding such pitfalls of ML in 5G systems.","2169-3536","","10.1109/ACCESS.2020.3031966","Business Finland through the PRIORITY project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9229146","5G;cybersecurity;machine learning;mobile networks;survey;threats;vulnerabilities;wireless networks","5G mobile communication;Data models;Machine learning;Wireless networks;Computer security;Data privacy","5G mobile communication;data privacy;learning (artificial intelligence)","5G security;machine learning;mobile networks;privacy challenges;closed environments;ML systems;un-scrutinized data;cybersecurity vulnerabilities;private-confidential information","","3","","184","CCBY","19 Oct 2020","","","IEEE","IEEE Journals"
"A SON decision-making framework for intelligent management in 5G mobile networks","W. Jiang; M. Strufe; H. D. Schotten","German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; German Research Center for Artificial Intelligence (DFKI), Kaiserslautern, Germany; Department of Electrical and Computer Engineering, University of Kaiserslautern, Kaiserslautern, Germany","2017 3rd IEEE International Conference on Computer and Communications (ICCC)","26 Mar 2018","2017","","","1158","1162","The 5<sup>th</sup> Generation (5G) mobile system is envisioned to become more complicated and heterogeneous to meet the radical Key Performance Indicators specified in ITU-R IMT-2020. It imposes a great challenge on today's manual and semi-automated network management in 3G/4G systems. Taking advantage of cutting-edge technologies in the area of Artificial Intelligence and Self-Organized Network (SON), the concept of intelligent network management provides an effective solution and therefore attracts the attention of 5G research community. In this paper, a SON decision-making framework is proposed to provide a possible method to realize intelligent management for the upcoming 5G networks. Two complementary decision-making approaches, namely Rule-based and Machine Learning-based intelligence, their interactions, and lifecycle management of intelligence slices are presented. Moreover, the setup of a wireless network test-bed, as well as some experimental results to verify the effectiveness of the proposed framework, are illustrated.","","978-1-5090-6352-9","10.1109/CompComm.2017.8322725","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8322725","5G;artificial intelligence;machine learning;network management;self-organized network","Decision making;5G mobile communication;Quality of experience;Measurement;Heuristic algorithms;Traffic congestion;Artificial intelligence","3G mobile communication;4G mobile communication;5G mobile communication;artificial intelligence;decision making","5G mobile networks;radical Key Performance Indicators;ITU-R IMT-2020;cutting-edge technologies;intelligent network management;5G research community;SON decision-making framework;lifecycle management;wireless network test-bed;complementary decision-making;5th Generation mobile system;semiautomated network management;3G-4G systems;artificial intelligence;rule-based intelligence;machine learning-based intelligence","","3","","12","","26 Mar 2018","","","IEEE","IEEE Conferences"
"Autonomous Resource Provisioning and Resource Customization for Mixed Traffics in Virtualized Radio Access Network","G. Sun; K. Xiong; G. O. Boateng; D. Ayepah-Mensah; G. Liu; W. Jiang","School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; German Research Center for Artificial Intelligence (DFKI GmbH), Kaiserslautern, Germany","IEEE Systems Journal","23 Aug 2019","2019","13","3","2454","2465","Network slicing has been introduced in fifth-generation (5G) systems to satisfy requirements of diverse applications from various service providers operating on a common shared infrastructure. However, heterogeneous characteristics of slices have not been widely explored. In this paper, we investigate dynamic network slicing strategies with mixed traffics in virtualized radio access network (RAN). Considering versatile users' quality of service (QoS) requirements on transmission delay and rate, coarse resource provisioning scheme and deep reinforcement learning-based autonomous slicing refinement algorithm are proposed. Then, a shape-based heuristic algorithm for user resource customization is devised to improve resource utilization and QoS satisfaction. In principle, the DQN algorithm allocates only the necessary resource to slices to satisfy users' QoS requirements. For fairness in comparison, we reserve all the unused resources back to the slices. In case there is a sudden change in user population in one slice, the algorithm provides isolation. To validate the advantage, system-level simulations are conducted. The results show that the proposed algorithm balances the satisfaction up to about 100% and resource utilization up to 80% against state-of-the-art solutions. The proposed algorithm also improves the performance of slices in mixed traffics against state-of-the-art benchmarks, which fail to balance satisfaction and resource utilization in some slices.","1937-9234","","10.1109/JSYST.2019.2918005","National Natural Science Foundation of China(grant numbers:61771098); Fundamental Research Funds for the Central Universities(grant numbers:ZYGX2018J068); Department of Science and Technology of Sichuan province(grant numbers:2017GFW0128,8ZDYF2265,2018JYO578,2017JY0007); ZTE Innovation Research Fund for Universities Program 2016; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8730413","Fifth-generation (5G);network slicing;resource allocation;resource provisioning;user association","Resource management;Quality of service;5G mobile communication;Virtualization;Network slicing;Heuristic algorithms;Radio access networks","cloud computing;learning (artificial intelligence);quality of service;radio access networks;resource allocation;telecommunication computing;telecommunication traffic;virtualisation","unused resources;resource utilization;mixed traffics;autonomous resource provisioning;virtualized radio access network;service providers;common shared infrastructure;coarse resource provisioning scheme;shape-based heuristic algorithm;user resource customization;DQN algorithm;dynamic network slicing;autonomous slicing refinement algorithm;deep reinforcement learning;fifth-generation systems;heterogeneous characteristics;versatile users quality of service;QoS satisfaction","","19","","34","IEEE","4 Jun 2019","","","IEEE","IEEE Journals"
"Artificial Intelligence for 5G Wireless Systems: Opportunities, Challenges, and Future Research Direction","Y. Arjoune; S. Faruque","School of Electrical Engineering and Computer Science, University of North Dakota,Grand Forks,ND,USA,58202; School of Electrical Engineering and Computer Science, University of North Dakota,Grand Forks,ND,USA,58202","2020 10th Annual Computing and Communication Workshop and Conference (CCWC)","12 Mar 2020","2020","","","1023","1028","The advent of the wireless communications systems augurs new cutting-edge technologies, including self-driving vehicles, unmanned aerial systems, autonomous robots, the Internet-of-Things, and virtual reality. These technologies require high data rates, ultra-low latency, and high reliability, all of which are promised by the fifth generation of wireless communication systems (5G). Many research groups state that 5G cannot meet its demands without artificial intelligence (A.I.) integration as 5G wireless networks are expected to generate unprecedented traffic giving wireless research designers access to big data that can help in predicting the demands and adjust cell designs to meet the users' requirements. Subsequently, many researchers applied A.I. in many aspects of 5G wireless communication design including radio resource allocation, network management, cyber-security. In this paper, we provide an in-depth review of A.I. for 5G wireless communication systems. in this respect, the aim of this paper is to survey A.I. in 5G wireless communication and networking by discussing many case studies, discuss the challenges, and shed new light on future research directions for leveraging A.I. in 5G wireless communications.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031117","5G wireless communication;deep learning;energy efficiency;channel coding;scheduling;cybersecurity","5G mobile communication;Machine learning;Wireless communication;Modulation;Decoding;MIMO communication;Signal to noise ratio","5G mobile communication;cellular radio;resource allocation;telecommunication network management;telecommunication traffic","high data rates;wireless communication systems;artificial intelligence;5G wireless networks;wireless research designers access;communication design including radio resource allocation;5G wireless systems;future research direction;wireless communications systems;cutting-edge technologies;unmanned aerial systems","","4","","49","","12 Mar 2020","","","IEEE","IEEE Conferences"
"5G Network Architecture, Functional Model and Business Role for 5G Smart City Use Case: Mobile Operator Perspective","E. Oproiu; M. Iordache; C. Costea; C. Brezeanu; C. Patachia","Technology Department Orange Romania, Bucharest, Romania; Technology Department Orange Romania, Bucharest, Romania; Technology Department Orange Romania, Bucharest, Romania; Technology Department Orange Romania, Bucharest, Romania; Technology Department Orange Romania, Bucharest, Romania","2018 International Conference on Communications (COMM)","7 Oct 2018","2018","","","361","366","Presently, the most challenging activity for mobile operators, equipment vendors and telecom researchers is the study of 5G networks. A major step in implementing such a network is to design an architecture capable of meeting all the challenging requirements, to create interoperability with the existing networks and to be able to accommodate all new services and use cases. Our main contribution in this paper is the realization of a general architecture for a 5G network, from the mobile operator perspective. We have described the entities involved in this architecture with emphasis on virtualization and resource management part. We are proposing that the first deployable scenario under our 5G network will be Smart City, developed in H2 2018. That's why the paper presents also the main features of a 5G Smart City and describes a particular solution that will be developed within this city, Smart Lighting. In addition we have also synthesized, from the proposed architecture, a perspective of the functional model and business role for Smart Lighting use case, that is very important to us.","","978-1-5386-2350-3","10.1109/ICComm.2018.8484747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8484747","Arhitecture;Smart City;Use Case;5G;Smart Lighting;Network functions virtualization (NFV);Software-Defined Networking (SDN);Orchestrator","5G mobile communication;Computer architecture;Lighting;Smart cities;Business;Hardware","","","","","","7","","7 Oct 2018","","","IEEE","IEEE Conferences"
"An Edge-to-Cloud Virtualized Multimedia Service Platform for 5G Networks","F. Alvarez; D. Breitgand; D. Griffin; P. Andriani; S. Rizou; N. Zioulis; F. Moscatelli; J. Serrano; M. Keltsch; P. Trakadas; T. K. Phan; A. Weit; U. Acar; O. Prieto; F. Iadanza; G. Carrozzo; H. Koumaras; D. Zarpalas; D. Jimenez","GATV Research Group, Universidad Politécnica de Madrid, Madrid, Spain; Computing as a Service, IBM Haifa Research Labs, Haifa, Israel; Institute of Communications and Connected Systems, Department of Electronic and Electrical Engineering, University College London, London, U.K.; Research and Development Laboratory, Engineering Ingegneria Informatica S.p.A., Rome, Italy; European Projects Department, Singular Logic, Athens, Greece; Centre for Research and Technology Hellas, Information Technologies Institute, Thessaloniki, Greece; NextWorks, Pisa, Italy; Signals, Systems and Radiocommunications Department, Universidad Politécnica de Madrid, Madrid, Spain; Research and Development Department, Institut für Rundfunktechnik, Munich, Germany; Department of Electrical Engineering, Technological and Educational Institute of Sterea Ellada, Psachna, Greece; Institute of Communications and Connected Systems, Department of Electronic and Electrical Engineering, University College London, London, U.K.; Computing as a Service, IBM Haifa Research Labs, Haifa, Israel; Multimedia Research and Development Department, NETAS, Istanbul, Turkey; Signals, Systems and Radiocommunications Department, Universidad Politécnica de Madrid, Madrid, Spain; Research and Development Laboratory, Engineering Ingegneria Informatica S.p.A., Rome, Italy; NextWorks, Pisa, Italy; Institute of Informatics and Telecommunications, NCSR Demokritos, Athens, Greece; Centre for Research and Technology Hellas, Information Technologies Institute, Thessaloniki, Greece; Signals, Systems and Radiocommunications Department, Universidad Politécnica de Madrid, Madrid, Spain","IEEE Transactions on Broadcasting","6 Jun 2019","2019","65","2","369","380","The focus of research into 5G networks to date has been largely on the required advances in network architectures, technologies, and infrastructures. Less effort has been put on the applications and services that will make use of and exploit the flexibility of 5G networks built upon the concept of software-defined networking (SDN) and network function virtualization (NFV). Media-based applications are amongst the most demanding services, requiring large bandwidths for high audio-visual quality, low-latency for interactivity, and sufficient infrastructure resources to deliver the computational power for running the media applications in the networked cloud. This paper presents a novel service virtualization platform (SVP), called 5G-MEDIA SVP, which leverages the principles of NFV and SDN to facilitate the development, deployment, and operation of media services on 5G networks. The platform offers an advanced cognitive management environment for the provisioning of network services (NSs) and media-related applications, which directly link their lifecycle management with user experience as well as optimization of infrastructure resource utilization. Another innovation of 5G-MEDIA SVP is the integration of serverless computing with media intensive applications in 5G networks, increasing cost effectiveness of operation and simplifying development and deployment time. The proposed SVP is being validated against three media use cases: 1) immersive virtual reality 3-D gaming application; 2) remote production of broadcast content incorporating user generated contents; and 3) dynamically adaptive content distribution networks for the intelligent distribution of ultrahigh definition content. The preliminary results of the 5G-MEDIA SVP platform evaluation are compared against current practice and show that the proposed platform provides enhanced functionality for the operators and infrastructure owners, while ensuring better NS performance to service providers and end users.","1557-9611","","10.1109/TBC.2019.2901400","H2020 LEIT Information and Communication Technologies(grant numbers:761699); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8667014","5G networks;network functions virtualization;serverless computing;immersive media;remote production;content delivery networks","5G mobile communication;Media;Computer architecture;Cloud computing;Streaming media;Tools;Bandwidth","5G mobile communication;cloud computing;multimedia communication;optimisation;resource allocation;software defined networking;user experience;virtual reality;virtualisation","5G networks;network architectures;SDN;network function virtualization;NFV;demanding services;networked cloud;media services;infrastructure resource utilization;5G-MEDIA SVP platform evaluation;software-defined networking;cognitive management;audio-visual quality;service virtualization platform;lifecycle management;user experience;optimization;virtual reality 3-D gaming;edge-to-cloud virtualized multimedia service","","17","","53","OAPA","13 Mar 2019","","","IEEE","IEEE Journals"
"Smart Grid: a demanding use case for 5G technologies","H. C. Leligou; T. Zahariadis; L. Sarakis; E. Tsampasis; A. Voulkidis; T. E. Velivassaki","Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Electrical Engineering Dept., Univ. of Applied Sciences of Central Greece, Psahna, Evias, Greece; Power Operations Ltd., Swindon, UK; Power Operations Ltd., Swindon, UK","2018 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops)","7 Oct 2018","2018","","","215","220","The energy sector represents undoubtedly one of the most significant “test cases” for 5G enabling technologies, due to the need of addressing a huge range of very diverse requirements to deal with across a variety of applications (stringent capacity for smart metering/AMI versus latency for supervisory control and fault localization). However, to effectively support energy utilities along their transition towards more decentralized renewable-oriented systems, several open issues still remain as to 5G networks management automation, security, resilience, scalability and portability. To face these issues, we outline a novel 5G PPP-compliant software framework specifically tailored to the energy domain, which combines i) trusted, scalable and lock-in free plug `n' play support for a variety of constrained devices; ii) 5G devices' abstractions to demonstrate mMTC (massive Machine Type Communications), uMTC (critical MTC) and xMBB (Extended Massive BroadBand) communications coupled with partially distributed, trusted, end-to-end security and MCM to enable secure, scalable and energy efficient communications; iii) extended Mobile Edge Computing (xMEC) micro-clouds to reduce backhaul load, increase the overall network capacity and reduce delays, while facilitating the deployment of generic MTC related NFVs (Network Function Virtualisation) and utility-centric VNFs (Virtual Network Functions).","","978-1-5386-3227-7","10.1109/PERCOMW.2018.8480296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8480296","Smart energy grids;5G;preventive maintenance;resilience;demand response;Machine Type Communications;Virtual Network Functions","","5G mobile communication;cellular radio;cloud computing;mobile computing;smart power grids;telecommunication network management;telecommunication power management;telecommunication security;virtualisation","smart grid;energy sector;5G enabling technologies;supervisory control;fault localization;5G networks management automation;energy domain;constrained devices;uMTC;critical MTC;end-to-end security;secure energy efficient communications;scalable energy efficient communications;network capacity;test cases;smart metering;energy utilities;massive machine type communications;generic MTC related NFV;network function virtualisation;utility-centric VNF;AMI;decentralized renewable-oriented systems;5G networks management scalability;5G networks management portability;5G networks management security;5G networks management resilience;5G PPP-compliant software framework;lock-in free plug `n' play support;extended Massive BroadBand;xMBB;mMTC;backhaul load reduction;mobile edge computing microclouds;virtual network functions","","10","","8","","7 Oct 2018","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning for Mobile 5G and Beyond: Fundamentals, Applications, and Challenges","Z. Xiong; Y. Zhang; D. Niyato; R. Deng; P. Wang; L. Wang","Computer Science and Engineering, Nanyang Technological University, Singapore; Energy Research Institute, Nanyang Technological University, Singapore; Computer Science and Engineering, Nanyang Technological University, Singapore; Computer Science and Engineering, Nanyang Technological University, Singapore; Electrical Engineering and Computer Science, York University, Pennsylvania United States; Computer Science and Information Engineering, National Chiao Tung University, Taiwan","IEEE Vehicular Technology Magazine","24 May 2019","2019","14","2","44","52","Future-generation wireless networks (5G and beyond) must accommodate surging growth in mobile data traffic and support an increasingly high density of mobile users involving a variety of services and applications. Meanwhile, the networks become increasingly dense, heterogeneous, decentralized, and ad hoc in nature, and they encompass numerous and diverse network entities. Consequently, different objectives, such as high throughput and low latency, need to be achieved in terms of service, and resource allocation must be designed and optimized accordingly. However, considering the dynamics and uncertainty that inherently exist in wireless network environments, conventional approaches for service and resource management that require complete and perfect knowledge of the systems are inefficient or even inapplicable. Inspired by the success of machine learning in solving complicated control and decision-making problems, in this article we focus on deep reinforcement- learning (DRL)-based approaches that allow network entities to learn and build knowledge about the networks and thus make optimal decisions locally and independently. We first overview fundamental concepts of DRL and then review related works that use DRL to address various issues in 5G networks. Finally, we present an application of DRL for 5G network slicing optimization. The numerical results demonstrate that the proposed approach achieves superior performance compared with baseline solutions.","1556-6080","","10.1109/MVT.2019.2903655","National Natural Science Foundation of China(grant numbers:61601336); A STAR-NTU-SUTD Joint Research(grant numbers:RGANS1906,WASP/NTU M4082187 (4080)); Singapore MOE Tier 1(grant numbers:2017-T1-002-007 RG122/17); MOE Tier 2(grant numbers:MOE2014-T2-2-015 ARC4/15); Singapore(grant numbers:NRF2015-NRF-ISF001-2277); Singapore EMA Energy Resilience(grant numbers:NRF2017EWT-EP003-041); NTU internal funding SUG-CoE(grant numbers:M4082287); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8683970","","5G mobile communication;Optimization;Vehicle dynamics;Neural networks;Power control;Wireless networks","5G mobile communication;decision making;learning (artificial intelligence);resource allocation;telecommunication computing;telecommunication traffic","future-generation wireless networks;mobile data traffic;diverse network entities;resource allocation;wireless network environments;resource management;decision-making problems;DRL;5G network slicing optimization;ad hoc networks;deep reinforcement learning;machine learning","","42","","15","IEEE","9 Apr 2019","","","IEEE","IEEE Magazines"
